pair,doc_mix,best_endpoint_ndcg,best_mixed_ndcg,delta_ndcg,lambda_star_mid,delta_ndcg_ci90_low,delta_ndcg_ci90_high,delta_ndcg_ci95_low,delta_ndcg_ci95_high,lang_a,lang_b,script_match,family_dist,typology_dist,resource_pattern,lang2vec_knn,gram_bank,script,glot_tree,doc_type,doc_regime
DE-PT,DE + PT docs,28.702,30.2119,1.5098999999999982,50.0,0.6862137017541583,2.0057743804979813,0.5682549264169791,2.1412720570789565,de,pt,match,1,1,H-L,0.2065194320546739,-1.0,0.0,0.8541666666666667,bi,L1+L2 docs
DE-PT,DE docs,27.7748,28.556,0.7812000000000019,30.0,0.3694959262874562,1.26436983808703,0.3053356094748255,1.3577908357860506,de,pt,match,1,1,H-L,0.2065194320546739,-1.0,0.0,0.8541666666666667,mono,L1 docs
DE-PT,PT docs,28.7125,29.449,0.736500000000003,70.0,0.2656253601479122,1.459562879846836,0.19243381931031217,1.594904123668548,de,pt,match,1,1,H-L,0.2065194320546739,-1.0,0.0,0.8541666666666667,mono,L2 docs
DE-RU,DE + RU docs,28.0336,29.755,1.7213999999999992,50.0,0.9020573887947968,2.411566905669933,0.7441436864598591,2.5519627587691587,de,ru,mismatch,1,1,H-L,0.2285805133764548,-1.0,1.0,0.75,bi,L1+L2 docs
DE-RU,DE docs,27.7748,28.9865,1.2117000000000004,30.0,0.7426231356485792,1.7277728023591197,0.6419542960471228,1.8305368412676324,de,ru,mismatch,1,1,H-L,0.2285805133764548,-1.0,1.0,0.75,mono,L1 docs
DE-RU,RU docs,27.1639,28.4174,1.253499999999999,70.0,0.7941918577533056,1.8135113071495286,0.7006656789625294,1.9357576441534585,de,ru,mismatch,1,1,H-L,0.2285805133764548,-1.0,1.0,0.75,mono,L2 docs
DE-VI,DE + VI docs,28.2595,28.8818,0.6222999999999992,30.0,0.21738252000502778,1.4158716062687464,0.14856916186733837,1.5748288067035334,de,vi,match,1,1,H-L,0.3339198912064232,-1.0,0.0,1.0,bi,L1+L2 docs
DE-VI,DE docs,27.7748,28.2162,0.44140000000000157,10.0,0.18340098853507883,0.7247060125666734,0.13049665102282618,0.7818543224497254,de,vi,match,1,1,H-L,0.3339198912064232,-1.0,0.0,1.0,mono,L1 docs
DE-VI,VI docs,26.1947,27.6334,1.4387000000000008,70.0,0.9217902451096915,2.1554742297339025,0.8091978728638887,2.2950067190324073,de,vi,match,1,1,H-L,0.3339198912064232,-1.0,0.0,1.0,mono,L2 docs
DE-ZH,DE + ZH docs,28.3262,28.759,0.4328000000000003,10.0,0.11186531800322133,1.0046594137561466,0.05011379906709462,1.1205937965122428,de,zh,mismatch,1,1,H-H,0.3441672774955552,-1.0,0.6666666666666667,1.0,bi,L1+L2 docs
DE-ZH,DE docs,27.7748,28.3374,0.5625999999999998,30.0,0.31013797209551747,1.0815490760930822,0.25641490858366633,1.1846066331538836,de,zh,mismatch,1,1,H-H,0.3441672774955552,-1.0,0.6666666666666667,1.0,mono,L1 docs
DE-ZH,ZH docs,26.1669,26.9132,0.7463000000000015,70.0,0.3190546027443327,1.2966439127264393,0.25874572276427826,1.4194915020679169,de,zh,mismatch,1,1,H-H,0.3441672774955552,-1.0,0.6666666666666667,1.0,mono,L2 docs
EN-AR,AR docs,24.5283,27.4191,2.8907999999999987,50.0,2.021860027823769,3.760631595961713,1.8360251975537387,3.939230612497698,en,ar,mismatch,1,1,H-H,0.3046357501436939,0.5075192189225524,1.0,1.0,mono,L2 docs
EN-AR,EN + AR docs,33.6746,33.6432,-0.031399999999997874,10.0,-0.2731971893374897,0.21207772524832394,-0.32398025424400084,0.2648409701158363,en,ar,mismatch,1,1,H-H,0.3046357501436939,0.5075192189225524,1.0,1.0,bi,L1+L2 docs
EN-AR,EN docs,33.6319,33.6469,0.015000000000000568,10.0,-0.1998770834130788,0.2556299658354472,-0.2418117274687397,0.300297095805944,en,ar,mismatch,1,1,H-H,0.3046357501436939,0.5075192189225524,1.0,1.0,mono,L1 docs
EN-DE,DE docs,27.7748,29.678,1.9032000000000018,50.0,1.3700885929956086,2.5904346085976,1.2570574237929668,2.7238196673123705,en,de,match,0,1,H-H,0.1808037604432558,-1.0,0.6666666666666667,0.5833333333333333,mono,L2 docs
EN-DE,EN + DE docs,33.8102,33.8424,0.03219999999999601,30.0,-0.20462573052681668,0.44160367274207507,-0.2537545324213021,0.519647346391269,en,de,match,0,1,H-H,0.1808037604432558,-1.0,0.6666666666666667,0.5833333333333333,bi,L1+L2 docs
EN-DE,EN docs,33.6319,33.5591,-0.07280000000000086,30.0,-0.2766286103130053,0.302116117021961,-0.32680330755807174,0.37883798295667853,en,de,match,0,1,H-H,0.1808037604432558,-1.0,0.6666666666666667,0.5833333333333333,mono,L1 docs
EN-ES,EN + ES docs,33.7621,33.7402,-0.021899999999995146,10.0,-0.24015182927997802,0.21113763073634323,-0.2830477392560722,0.2539885626554948,en,es,match,1,1,H-H,0.2668695587773144,-1.0,0.6666666666666667,0.8452380952380953,bi,L1+L2 docs
EN-ES,EN docs,33.6319,33.5752,-0.056699999999999307,10.0,-0.23532301025503663,0.1265262072379723,-0.27236702166480137,0.16368854541392605,en,es,match,1,1,H-H,0.2668695587773144,-1.0,0.6666666666666667,0.8452380952380953,mono,L1 docs
EN-ES,ES docs,30.0722,31.7108,1.6386000000000003,50.0,0.9975440856304678,2.300445275657273,0.8858732441868388,2.4060001940947773,en,es,match,1,1,H-H,0.2668695587773144,-1.0,0.6666666666666667,0.8452380952380953,mono,L2 docs
EN-FR,EN + FR docs,33.7236,33.5904,-0.1331999999999951,30.0,-0.32304693026081316,0.29980072978645383,-0.3715060669624183,0.379220501983246,en,fr,match,1,1,H-H,0.2320118326154246,0.4660168636130211,0.6666666666666667,0.857843137254902,bi,L1+L2 docs
EN-FR,EN docs,33.6319,33.587,-0.044899999999998386,30.0,-0.2659836375742959,0.35086393847888564,-0.3119973766928442,0.4208012347299264,en,fr,match,1,1,H-H,0.2320118326154246,0.4660168636130211,0.6666666666666667,0.857843137254902,mono,L1 docs
EN-FR,FR docs,30.0767,31.6402,1.5635000000000012,70.0,1.0618863595489458,2.162211095369989,0.9583114452502143,2.2812703186793266,en,fr,match,1,1,H-H,0.2320118326154246,0.4660168636130211,0.6666666666666667,0.857843137254902,mono,L2 docs
EN-HI,EN + HI docs,33.5702,33.6498,0.07959999999999923,10.0,-0.13576004520832113,0.3210727301213722,-0.1780116364259122,0.3699007715991463,en,hi,mismatch,1,1,H-L,0.3173438512137109,0.5640760748177662,0.75,0.8333333333333334,bi,L1+L2 docs
EN-HI,EN docs,33.6319,33.6901,0.05819999999999936,10.0,-0.15981611818189947,0.2995003623805507,-0.20065201472656272,0.3454981376583963,en,hi,mismatch,1,1,H-L,0.3173438512137109,0.5640760748177662,0.75,0.8333333333333334,mono,L1 docs
EN-HI,HI docs,26.7959,28.7728,1.9769000000000005,50.0,1.3855105748219554,2.733582816188998,1.2702496044513552,2.8742247662025955,en,hi,mismatch,1,1,H-L,0.3173438512137109,0.5640760748177662,0.75,0.8333333333333334,mono,L2 docs
EN-ID,EN + ID docs,33.6368,33.5985,-0.03829999999999956,10.0,-0.2409889726084664,0.17425996530861615,-0.27986119713374025,0.21541234771607626,en,id,match,1,0,H-L,0.2383200888826309,0.3692744729379982,0.6666666666666667,1.0,bi,L1+L2 docs
EN-ID,EN docs,33.6319,33.6065,-0.025400000000004752,10.0,-0.20903308728553363,0.17146529965364246,-0.24877831430714403,0.20960531208469993,en,id,match,1,0,H-L,0.2383200888826309,0.3692744729379982,0.6666666666666667,1.0,mono,L1 docs
EN-ID,ID docs,28.4534,29.714,1.2606000000000002,50.0,0.7135315750305591,1.9041147163550285,0.6167279125808628,2.0385959711923562,en,id,match,1,0,H-L,0.2383200888826309,0.3692744729379982,0.6666666666666667,1.0,mono,L2 docs
EN-IT,EN + IT docs,33.8783,33.7031,-0.1752000000000038,10.0,-0.40852102625718273,0.06639123819490497,-0.45482633165623465,0.11246528680192494,en,it,match,1,1,H-L,0.2227302405820997,0.4660168636130211,0.6666666666666667,0.8257575757575757,bi,L1+L2 docs
EN-IT,EN docs,33.6319,33.6956,0.0636999999999972,10.0,-0.12839683243038102,0.281873001543797,-0.16607339294424453,0.33261181250735145,en,it,match,1,1,H-L,0.2227302405820997,0.4660168636130211,0.6666666666666667,0.8257575757575757,mono,L1 docs
EN-IT,IT docs,28.9647,30.7914,1.8266999999999989,50.0,1.2088600808371994,2.5057440584026764,1.1041382970028413,2.6396245255283795,en,it,match,1,1,H-L,0.2227302405820997,0.4660168636130211,0.6666666666666667,0.8257575757575757,mono,L2 docs
EN-JA,EN + JA docs,33.4678,33.4436,-0.024199999999993338,10.0,-0.25441555256024523,0.20896419155561785,-0.30186207358441813,0.2519002243267848,en,ja,mismatch,1,1,H-H,0.4122698974190483,0.5729597091269405,0.75,1.0,bi,L1+L2 docs
EN-JA,EN docs,33.6319,33.6617,0.029800000000001603,10.0,-0.18127374009192038,0.24965320864548166,-0.22337347953981207,0.29519876469666817,en,ja,mismatch,1,1,H-H,0.4122698974190483,0.5729597091269405,0.75,1.0,mono,L1 docs
EN-JA,JA docs,27.2089,28.4353,1.2264000000000017,70.0,0.6985302224880977,1.7978128315705568,0.597088559545756,1.921387460812773,en,ja,mismatch,1,1,H-H,0.4122698974190483,0.5729597091269405,0.75,1.0,mono,L2 docs
EN-NL,EN + NL docs,33.6298,33.7136,0.08379999999999654,10.0,-0.11195856978310914,0.2943183648917266,-0.15266184904508542,0.3395958582747632,en,nl,match,0,1,H-L,0.1922703518713581,0.4020151261036849,0.6666666666666667,0.5416666666666666,bi,L1+L2 docs
EN-NL,EN docs,33.6319,33.6431,0.011199999999995214,10.0,-0.17166217581901896,0.23662505793015381,-0.212194499138265,0.2892836284855898,en,nl,match,0,1,H-L,0.1922703518713581,0.4020151261036849,0.6666666666666667,0.5416666666666666,mono,L1 docs
EN-NL,NL docs,28.7171,30.6522,1.935100000000002,50.0,1.3841109767463782,2.5476485913983478,1.2735285275082644,2.6761129304804987,en,nl,match,0,1,H-L,0.1922703518713581,0.4020151261036849,0.6666666666666667,0.5416666666666666,mono,L2 docs
EN-PT,EN + PT docs,33.6747,33.7375,0.06279999999999575,10.0,-0.1428434582965931,0.2862223423913537,-0.18667568066911217,0.32992353733770313,en,pt,match,1,1,H-L,0.1811495276514726,0.4714045207910317,0.6666666666666667,0.8541666666666667,bi,L1+L2 docs
EN-PT,EN docs,33.6319,33.6492,0.01729999999999876,10.0,-0.16897663533883822,0.24747321115656856,-0.2064495250754895,0.30286163858668047,en,pt,match,1,1,H-L,0.1811495276514726,0.4714045207910317,0.6666666666666667,0.8541666666666667,mono,L1 docs
EN-PT,PT docs,28.7125,30.356,1.643500000000003,50.0,0.9851440045652577,2.3186833241248754,0.8653294988669362,2.448848145915444,en,pt,match,1,1,H-L,0.1811495276514726,0.4714045207910317,0.6666666666666667,0.8541666666666667,mono,L2 docs
EN-RU,EN + RU docs,33.5322,33.6472,0.11499999999999488,10.0,-0.12204818962836264,0.3626973672952037,-0.1668353267585626,0.4080067058780934,en,ru,mismatch,1,1,H-L,0.2668695587773144,0.5318160234783105,1.0,0.75,bi,L1+L2 docs
EN-RU,EN docs,33.6319,33.7587,0.1267999999999958,10.0,-0.09531140080054712,0.36367539721658415,-0.138182913331935,0.4058126799227603,en,ru,mismatch,1,1,H-L,0.2668695587773144,0.5318160234783105,1.0,0.75,mono,L1 docs
EN-RU,RU docs,27.1639,29.1501,1.9861999999999966,50.0,1.3245324955357076,2.6971180569266426,1.2125038954785077,2.834062156934302,en,ru,mismatch,1,1,H-L,0.2668695587773144,0.5318160234783105,1.0,0.75,mono,L2 docs
EN-VI,EN + VI docs,33.5941,33.3664,-0.22769999999999868,10.0,-0.4733757508555047,0.07004636098010796,-0.5257749744971768,0.1356989798747508,en,vi,match,1,0,H-L,0.2793316072859799,0.4550502247782184,0.6666666666666667,1.0,bi,L1+L2 docs
EN-VI,EN docs,33.6319,33.4424,-0.18950000000000244,10.0,-0.41435350220639366,0.11067776069313016,-0.4571906869328129,0.1771813029955976,en,vi,match,1,0,H-L,0.2793316072859799,0.4550502247782184,0.6666666666666667,1.0,mono,L1 docs
EN-VI,VI docs,26.1947,28.4526,2.2578999999999994,50.0,1.51159938516749,3.0776215637185986,1.3834923339398961,3.211587707075979,en,vi,match,1,0,H-L,0.2793316072859799,0.4550502247782184,0.6666666666666667,1.0,mono,L2 docs
EN-ZH,EN + ZH docs,33.5275,33.2397,-0.2878000000000043,10.0,-0.5692219898418902,-0.01079112559500006,-0.6190600202027617,0.04394085674699662,en,zh,mismatch,1,0,H-H,0.3315539545840974,0.5318160234783105,0.8,1.0,bi,L1+L2 docs
EN-ZH,EN docs,33.6319,33.5055,-0.12640000000000384,10.0,-0.3521435960317472,0.10497129498645091,-0.39806050418561895,0.14576387095781235,en,zh,mismatch,1,0,H-H,0.3315539545840974,0.5318160234783105,0.8,1.0,mono,L1 docs
EN-ZH,ZH docs,26.1669,27.8434,1.6765000000000008,50.0,1.0367855985720946,2.4687124976860595,0.897713261076058,2.615181057442703,en,zh,mismatch,1,0,H-H,0.3315539545840974,0.5318160234783105,0.8,1.0,mono,L2 docs
ES-AR,AR docs,24.5283,26.3773,1.8490000000000002,50.0,1.2062575549693992,2.683830227476845,1.0782169312851158,2.8438865061313137,es,ar,mismatch,1,1,H-H,0.2911280393189044,-1.0,1.0,1.0,mono,L2 docs
ES-AR,ES + AR docs,30.1148,30.555,0.4402000000000008,30.0,0.04874979014725085,0.9746409900417405,-0.00724364340294787,1.0780877960491653,es,ar,mismatch,1,1,H-H,0.2911280393189044,-1.0,1.0,1.0,bi,L1+L2 docs
ES-AR,ES docs,30.0722,30.6263,0.5541000000000018,30.0,0.11816687281237855,1.056099440698077,0.05299927042810744,1.1466823494864715,es,ar,mismatch,1,1,H-H,0.2911280393189044,-1.0,1.0,1.0,mono,L1 docs
ES-DE,DE docs,27.7748,28.6112,0.8364000000000011,70.0,0.41107281926280487,1.332054817762849,0.33887591772170833,1.424838542913732,es,de,match,1,1,H-H,0.3224018022901291,-1.0,0.0,0.8452380952380953,mono,L2 docs
ES-DE,ES + DE docs,30.2756,30.5749,0.2992999999999988,30.0,0.041094563289014556,0.9128056474135592,-0.024769392026303988,1.0287486331653337,es,de,match,1,1,H-H,0.3224018022901291,-1.0,0.0,0.8452380952380953,bi,L1+L2 docs
ES-DE,ES docs,30.0722,30.3105,0.2383000000000024,30.0,-0.028746746571511564,0.7437811089386884,-0.08087914485285806,0.8418697877346132,es,de,match,1,1,H-H,0.3224018022901291,-1.0,0.0,0.8452380952380953,mono,L1 docs
ES-FR,ES + FR docs,30.6838,31.4917,0.8079000000000001,70.0,0.28550929453970736,1.2263781367766404,0.21231830508100044,1.319104822558266,es,fr,match,0,0,H-H,0.2736650592411946,-1.0,0.0,0.3487394957983193,bi,L1+L2 docs
ES-FR,ES docs,30.0722,30.6816,0.6094000000000008,50.0,0.20307817197357123,1.225487122606104,0.1337872678716141,1.348975765713106,es,fr,match,0,0,H-H,0.2736650592411946,-1.0,0.0,0.3487394957983193,mono,L1 docs
ES-FR,FR docs,30.0767,30.7253,0.6486000000000018,70.0,0.2676155897493938,1.1348885486276616,0.20494608805701714,1.2397467266887332,es,fr,match,0,0,H-H,0.2736650592411946,-1.0,0.0,0.3487394957983193,mono,L2 docs
ES-HI,ES + HI docs,30.1095,30.6611,0.5516000000000005,30.0,0.12076993950066583,1.159663403326564,0.05797693868682039,1.2831483885172001,es,hi,mismatch,1,1,H-L,0.3566747667564867,-1.0,0.5,0.8452380952380953,bi,L1+L2 docs
ES-HI,ES docs,30.0722,30.5372,0.46499999999999986,30.0,0.12260541419179757,0.9328743393218695,0.06257668956310587,1.0219859690365365,es,hi,mismatch,1,1,H-L,0.3566747667564867,-1.0,0.5,0.8452380952380953,mono,L1 docs
ES-HI,HI docs,26.7959,27.7314,0.9355000000000011,70.0,0.43572909442650315,1.5363034123581303,0.34342394742284826,1.6527031695466308,es,hi,mismatch,1,1,H-L,0.3566747667564867,-1.0,0.5,0.8452380952380953,mono,L2 docs
ES-ID,ES + ID docs,30.2423,30.5481,0.3058000000000014,30.0,0.06823125213601511,0.9684646219307946,0.015130564307203102,1.087105916486364,es,id,match,1,1,H-L,0.2855117376556887,-1.0,0.0,1.0,bi,L1+L2 docs
ES-ID,ES docs,30.0722,30.7213,0.6491000000000007,30.0,0.24178467110043284,1.1428690031714925,0.1784840386705567,1.2412963501462,es,id,match,1,1,H-L,0.2855117376556887,-1.0,0.0,1.0,mono,L1 docs
ES-ID,ID docs,28.4534,29.1141,0.6607000000000021,70.0,0.24593148877534912,1.080283905841969,0.17718945804755287,1.1661007900882012,es,id,match,1,1,H-L,0.2855117376556887,-1.0,0.0,1.0,mono,L2 docs
ES-IT,ES + IT docs,30.4279,31.2934,0.8654999999999973,50.0,0.35175227445518614,1.5213942634496371,0.2442247585083333,1.639273011020373,es,it,match,0,0,H-L,0.1493690937373497,-1.0,0.0,0.3506493506493506,bi,L1+L2 docs
ES-IT,ES docs,30.0722,30.6086,0.5364000000000004,50.0,0.08032671822140129,1.1283006467990395,0.01427501860522451,1.2404772212865907,es,it,match,0,0,H-L,0.1493690937373497,-1.0,0.0,0.3506493506493506,mono,L1 docs
ES-IT,IT docs,28.9647,30.3229,1.3582,50.0,0.7969283795751858,1.9761560717975521,0.6985849312561617,2.08683837453242,es,it,match,0,0,H-L,0.1493690937373497,-1.0,0.0,0.3506493506493506,mono,L2 docs
ES-JA,ES + JA docs,30.1379,30.4998,0.3619000000000021,30.0,0.006942647733774266,0.9583086896631758,-0.05180095148228972,1.0617647619148103,es,ja,mismatch,1,1,H-H,0.480490769204942,-1.0,0.5,1.0,bi,L1+L2 docs
ES-JA,ES docs,30.0722,30.5983,0.5260999999999996,30.0,0.09111892633363024,1.0048572935248203,0.024282116845727064,1.0966135829585255,es,ja,mismatch,1,1,H-H,0.480490769204942,-1.0,0.5,1.0,mono,L1 docs
ES-JA,JA docs,27.2089,27.6285,0.4195999999999991,70.0,0.0832908403473832,0.9203274730009787,0.026923818322149275,1.0196627841821397,es,ja,mismatch,1,1,H-H,0.480490769204942,-1.0,0.5,1.0,mono,L2 docs
ES-NL,ES + NL docs,29.9502,31.6132,1.6630000000000003,50.0,0.961805634925627,2.299935834466216,0.8331040149014852,2.4184994114902754,es,nl,match,1,1,H-L,0.2633619213516527,-1.0,0.0,0.8285714285714286,bi,L1+L2 docs
ES-NL,ES docs,30.0722,30.6967,0.6245000000000012,30.0,0.23941996640547866,1.2592309748507635,0.1827790218014169,1.3744137725381358,es,nl,match,1,1,H-L,0.2633619213516527,-1.0,0.0,0.8285714285714286,mono,L1 docs
ES-NL,NL docs,28.7171,29.8323,1.1152000000000015,70.0,0.69870956432046,1.5713335733394445,0.6251296906650403,1.6639165510244458,es,nl,match,1,1,H-L,0.2633619213516527,-1.0,0.0,0.8285714285714286,mono,L2 docs
ES-PT,ES + PT docs,30.269,31.1398,0.8708000000000027,30.0,0.46590298897072824,1.5064003618254604,0.3804447265759178,1.617938004563435,es,pt,match,0,0,H-L,0.1591809087645269,-1.0,0.0,0.1964285714285714,bi,L1+L2 docs
ES-PT,ES docs,30.0722,30.7506,0.6783999999999999,50.0,0.27276890048307617,1.2682368418355139,0.2056060690163144,1.3794875875196195,es,pt,match,0,0,H-L,0.1591809087645269,-1.0,0.0,0.1964285714285714,mono,L1 docs
ES-PT,PT docs,28.7125,29.9522,1.2397000000000027,50.0,0.6085686493664353,1.8885026053495386,0.4860990772890711,2.000701559811818,es,pt,match,0,0,H-L,0.1591809087645269,-1.0,0.0,0.1964285714285714,mono,L2 docs
ES-RU,ES + RU docs,30.2121,30.778,0.5658999999999992,30.0,0.18797709948141214,1.1225321719774037,0.12430377565907769,1.2249256321698379,es,ru,mismatch,1,0,H-L,0.2209302325581394,-1.0,1.0,0.761904761904762,bi,L1+L2 docs
ES-RU,ES docs,30.0722,30.4197,0.34750000000000014,30.0,0.08381330230824134,0.8309955842506409,0.025909723086736156,0.9222472077413735,es,ru,mismatch,1,0,H-L,0.2209302325581394,-1.0,1.0,0.761904761904762,mono,L1 docs
ES-RU,RU docs,27.1639,28.2052,1.0412999999999997,70.0,0.5782604013268905,1.5988739701700188,0.4907313272612147,1.7262809202043627,es,ru,mismatch,1,0,H-L,0.2209302325581394,-1.0,1.0,0.761904761904762,mono,L2 docs
ES-VI,ES + VI docs,29.7543,30.0663,0.3119999999999976,30.0,0.02339119237548939,0.8264860029900204,-0.037950944764911204,0.9262917214020442,es,vi,match,1,1,H-L,0.3827664406494028,-1.0,0.0,1.0,bi,L1+L2 docs
ES-VI,ES docs,30.0722,30.4258,0.35360000000000014,10.0,0.1329372315456798,0.7278319056190707,0.0878502278304925,0.8095232701262101,es,vi,match,1,1,H-L,0.3827664406494028,-1.0,0.0,1.0,mono,L1 docs
ES-VI,VI docs,26.1947,27.6137,1.4190000000000005,70.0,0.8646277414007748,2.077967262527249,0.7569685691602546,2.20900056987173,es,vi,match,1,1,H-L,0.3827664406494028,-1.0,0.0,1.0,mono,L2 docs
ES-ZH,ES + ZH docs,30.2586,30.2387,-0.019899999999999807,30.0,-0.41388957407474025,0.5958206105455114,-0.47185725626937375,0.7103415137660162,es,zh,mismatch,1,1,H-H,0.3484756873521473,-1.0,0.6666666666666667,1.0,bi,L1+L2 docs
ES-ZH,ES docs,30.0722,30.4928,0.4206000000000003,30.0,-0.03982113273458334,0.9183748068515631,-0.11539331898309609,1.0180478520949856,es,zh,mismatch,1,1,H-H,0.3484756873521473,-1.0,0.6666666666666667,1.0,mono,L1 docs
ES-ZH,ZH docs,26.1669,27.1744,1.0075000000000003,70.0,0.49180893481110266,1.5355646340075924,0.38285950234189164,1.640450319200326,es,zh,mismatch,1,1,H-H,0.3484756873521473,-1.0,0.6666666666666667,1.0,mono,L2 docs
FR-AR,AR docs,24.5283,26.4679,1.9395999999999987,50.0,1.2553385143347453,2.744717539540587,1.120773710770532,2.9096399615827213,fr,ar,mismatch,1,1,H-H,0.2930156085644664,0.4550502247782184,1.0,1.0,mono,L2 docs
FR-AR,FR + AR docs,30.3066,30.5188,0.21219999999999928,30.0,-0.07516822147889464,0.7593596989861509,-0.12784142935620915,0.8584488121353444,fr,ar,mismatch,1,1,H-H,0.2930156085644664,0.4550502247782184,1.0,1.0,bi,L1+L2 docs
FR-AR,FR docs,30.0767,30.517,0.4403000000000006,30.0,0.08350134683424494,0.9489805935080614,0.029083001546717214,1.0389651422307076,fr,ar,mismatch,1,1,H-H,0.2930156085644664,0.4550502247782184,1.0,1.0,mono,L1 docs
FR-DE,DE docs,27.7748,28.5798,0.8049999999999997,70.0,0.41604521357382235,1.2925509888876476,0.3448983490377596,1.3901951619673771,fr,de,match,1,1,H-H,0.1720840679241778,-1.0,0.0,0.857843137254902,mono,L2 docs
FR-DE,FR + DE docs,30.228,30.9309,0.7028999999999996,30.0,0.3231659339728076,1.2606307444498428,0.26789235633338937,1.3665991261743329,fr,de,match,1,1,H-H,0.1720840679241778,-1.0,0.0,0.857843137254902,bi,L1+L2 docs
FR-DE,FR docs,30.0767,30.6678,0.5911000000000008,30.0,0.2275018700175515,1.1472354746218718,0.16930134320382298,1.2579821246578289,fr,de,match,1,1,H-H,0.1720840679241778,-1.0,0.0,0.857843137254902,mono,L1 docs
FR-HI,FR + HI docs,30.2483,30.6,0.351700000000001,30.0,-0.029852570737292607,1.1271299914052195,-0.10161438706953163,1.2921094438002039,fr,hi,mismatch,1,1,H-L,0.2962962962962963,0.5729597091269405,0.5,0.857843137254902,bi,L1+L2 docs
FR-HI,FR docs,30.0767,30.351,0.2743000000000002,30.0,-0.07084171686628409,0.8122903785611635,-0.13551724793048495,0.9122923288294391,fr,hi,mismatch,1,1,H-L,0.2962962962962963,0.5729597091269405,0.5,0.857843137254902,mono,L1 docs
FR-HI,HI docs,26.7959,27.6574,0.8614999999999995,70.0,0.4288192349831007,1.3992047950669502,0.3618491414049614,1.5115576736634464,fr,hi,mismatch,1,1,H-L,0.2962962962962963,0.5729597091269405,0.5,0.857843137254902,mono,L2 docs
FR-ID,FR + ID docs,30.2225,30.6608,0.43829999999999814,30.0,0.1700055261288192,1.167150550633634,0.10870114565929852,1.3013937575175363,fr,id,match,1,1,H-L,0.266786779977161,0.4380858271151805,0.0,1.0,bi,L1+L2 docs
FR-ID,FR docs,30.0767,30.3632,0.2865000000000002,10.0,0.06470049297711604,0.7699908922031992,0.008527161860844241,0.8647056530152425,fr,id,match,1,1,H-L,0.266786779977161,0.4380858271151805,0.0,1.0,mono,L1 docs
FR-ID,ID docs,28.4534,28.7934,0.33999999999999986,70.0,0.14820398115820338,0.7664204614215709,0.10545160720562398,0.8490865845658249,fr,id,match,1,1,H-L,0.266786779977161,0.4380858271151805,0.0,1.0,mono,L2 docs
FR-IT,FR + IT docs,30.2669,31.0401,0.7731999999999992,30.0,0.3617620014697421,1.3079505717491133,0.30007634773525543,1.4093587218511814,fr,it,match,0,0,H-L,0.1999053086343373,0.4143877070053741,0.0,0.4010695187165775,bi,L1+L2 docs
FR-IT,FR docs,30.0767,30.7129,0.6362000000000023,30.0,0.2367130194670283,1.1353106373944706,0.17829449051884846,1.2405891017226336,fr,it,match,0,0,H-L,0.1999053086343373,0.4143877070053741,0.0,0.4010695187165775,mono,L1 docs
FR-IT,IT docs,28.9647,30.0307,1.065999999999999,70.0,0.6457293743337658,1.4965640215388711,0.5747115733724558,1.5876912267815109,fr,it,match,0,0,H-L,0.1999053086343373,0.4143877070053741,0.0,0.4010695187165775,mono,L2 docs
FR-JA,FR + JA docs,30.0449,30.4538,0.4089000000000027,30.0,0.13294599616973352,0.9959782106722913,0.06873071616685787,1.0981212474373188,fr,ja,mismatch,1,1,H-H,0.414998208962939,0.6071959063489053,0.5,1.0,bi,L1+L2 docs
FR-JA,FR docs,30.0767,30.3772,0.30049999999999955,10.0,0.06823710701041091,0.9274705957341662,0.009802039108485988,1.0673200091478474,fr,ja,mismatch,1,1,H-H,0.414998208962939,0.6071959063489053,0.5,1.0,mono,L1 docs
FR-JA,JA docs,27.2089,27.8059,0.5970000000000013,70.0,0.1719885022803128,1.1340235336877658,0.10226489933176168,1.2344353364668592,fr,ja,mismatch,1,1,H-H,0.414998208962939,0.6071959063489053,0.5,1.0,mono,L2 docs
FR-NL,FR + NL docs,30.0198,30.8864,0.8665999999999983,30.0,0.49482837531574564,1.4900772747356295,0.43045783795178977,1.5942241445012366,fr,nl,match,1,1,H-L,0.1736269509321171,0.4438126822992972,0.0,0.8411764705882353,bi,L1+L2 docs
FR-NL,FR docs,30.0767,30.7689,0.6921999999999997,30.0,0.3029161033193441,1.1987651913105435,0.24047867448651158,1.3118481335826193,fr,nl,match,1,1,H-L,0.1736269509321171,0.4438126822992972,0.0,0.8411764705882353,mono,L1 docs
FR-NL,NL docs,28.7171,29.3846,0.6675000000000004,70.0,0.34525215162577483,1.1833814871943322,0.28541333726191176,1.284271956029708,fr,nl,match,1,1,H-L,0.1736269509321171,0.4438126822992972,0.0,0.8411764705882353,mono,L2 docs
FR-PT,FR + PT docs,30.2877,31.0915,0.803799999999999,30.0,0.34659837725174736,1.333502787906579,0.27788117979878396,1.4320861353409706,fr,pt,match,0,0,H-L,0.1608390898412857,0.408248290463863,0.0,0.3933823529411764,bi,L1+L2 docs
FR-PT,FR docs,30.0767,30.4691,0.3924000000000021,10.0,0.18130767797316735,0.8459951537499167,0.13055148747693873,0.9381395028927789,fr,pt,match,0,0,H-L,0.1608390898412857,0.408248290463863,0.0,0.3933823529411764,mono,L1 docs
