pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
ES-RU,RU docs,embed,70.0,28.2052,35.8637,0.931,26.673,29.7375,26.3791,30.0314,23.2128,44.9742,bge-m3,mmarco-8841823-russian-es-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-120554-agg.csv
ES-RU,RU docs,embed,90.0,27.7168,35.5498,0.9228,26.198,29.2357,25.9067,29.527,22.647,44.7046,bge-m3,mmarco-8841823-russian-es-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-120607-agg.csv
ES-RU,RU docs,embed,100.0,27.1639,35.4693,0.9207,25.6485,28.6794,25.3579,28.97,22.2174,43.7275,bge-m3,mmarco-8841823-russian-es-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-120623-agg.csv
ES-VI,ES + VI docs,embed,0.0,29.7543,36.9226,0.9585,28.1768,31.3319,27.8743,31.6344,25.129,45.8502,bge-m3,mmarco-8841823-bilingual-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-071540-agg.csv
ES-VI,ES + VI docs,embed,10.0,29.979,36.82,0.9558,28.4059,31.5522,28.1042,31.8539,25.2029,46.423,bge-m3,mmarco-8841823-bilingual-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-071552-agg.csv
ES-VI,ES + VI docs,embed,30.0,30.0663,36.5814,0.9496,28.5034,31.6293,28.2036,31.9291,25.1485,46.9452,bge-m3,mmarco-8841823-bilingual-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-071603-agg.csv
ES-VI,ES + VI docs,embed,50.0,29.1843,36.2494,0.941,27.6356,30.7331,27.3385,31.0301,24.3599,45.7154,bge-m3,mmarco-8841823-bilingual-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-071614-agg.csv
ES-VI,ES + VI docs,embed,70.0,27.7977,35.847,0.9305,26.2662,29.3293,25.9724,29.6231,23.0616,43.9072,bge-m3,mmarco-8841823-bilingual-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-071626-agg.csv
ES-VI,ES + VI docs,embed,90.0,26.7898,36.0315,0.9353,25.2503,28.3292,24.9551,28.6245,22.5929,41.2455,bge-m3,mmarco-8841823-bilingual-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-071637-agg.csv
ES-VI,ES + VI docs,embed,100.0,26.017,35.8847,0.9315,24.4838,27.5501,24.1897,27.8442,21.9913,39.9146,bge-m3,mmarco-8841823-bilingual-es-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-071649-agg.csv
ES-VI,ES docs,embed,0.0,30.0722,37.1494,0.9644,28.4849,31.6594,28.1805,31.9638,25.4235,46.1197,bge-m3,mmarco-8841823-spanish-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-125937-agg.csv
ES-VI,ES docs,embed,10.0,30.4258,37.0456,0.9617,28.843,32.0086,28.5395,32.3122,25.5548,47.0294,bge-m3,mmarco-8841823-spanish-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-125951-agg.csv
ES-VI,ES docs,embed,30.0,30.3037,36.7979,0.9552,28.7315,31.8759,28.43,32.1775,25.2882,47.1473,bge-m3,mmarco-8841823-spanish-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-130003-agg.csv
ES-VI,ES docs,embed,50.0,29.7192,36.7142,0.9531,28.1506,31.2878,27.8497,31.5887,24.8486,46.1366,bge-m3,mmarco-8841823-spanish-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-130018-agg.csv
ES-VI,ES docs,embed,70.0,26.7532,35.2877,0.916,25.2455,28.2608,24.9563,28.55,21.9373,42.6325,bge-m3,mmarco-8841823-spanish-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-130031-agg.csv
ES-VI,ES docs,embed,90.0,22.1122,33.7995,0.8774,20.6681,23.5563,20.3912,23.8333,18.2703,35.1977,bge-m3,mmarco-8841823-spanish-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-130045-agg.csv
ES-VI,ES docs,embed,100.0,19.856,32.3749,0.8404,18.4728,21.2392,18.2075,21.5045,16.1966,31.9632,bge-m3,mmarco-8841823-spanish-es-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-130059-agg.csv
ES-VI,VI docs,embed,0.0,22.0567,34.3813,0.8925,20.5877,23.5256,20.306,23.8074,18.7033,33.8387,bge-m3,mmarco-8841823-vietnamese-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-155919-agg.csv
ES-VI,VI docs,embed,10.0,23.5146,35.0428,0.9097,22.0174,25.0118,21.7302,25.2989,19.9588,35.9164,bge-m3,mmarco-8841823-vietnamese-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-155930-agg.csv
ES-VI,VI docs,embed,30.0,26.1007,35.8462,0.9305,24.5692,27.6323,24.2755,27.926,21.8095,40.5717,bge-m3,mmarco-8841823-vietnamese-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-155942-agg.csv
ES-VI,VI docs,embed,50.0,27.4198,35.8346,0.9302,25.8888,28.9509,25.5951,29.2445,22.7275,43.3008,bge-m3,mmarco-8841823-vietnamese-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-155952-agg.csv
ES-VI,VI docs,embed,70.0,27.6137,36.0362,0.9355,26.0741,29.1534,25.7788,29.4487,23.0237,43.3008,bge-m3,mmarco-8841823-vietnamese-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-160004-agg.csv
ES-VI,VI docs,embed,90.0,26.712,36.2444,0.9409,25.1635,28.2606,24.8665,28.5576,22.5922,40.8075,bge-m3,mmarco-8841823-vietnamese-es-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-160016-agg.csv
ES-VI,VI docs,embed,100.0,26.1947,36.1994,0.9397,24.6481,27.7414,24.3515,28.038,22.1988,39.9146,bge-m3,mmarco-8841823-vietnamese-es-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-160028-agg.csv
ES-ZH,ES + ZH docs,embed,0.0,30.2586,37.2883,0.968,28.6655,31.8517,28.3599,32.1573,25.639,46.2208,bge-m3,mmarco-8841823-bilingual-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-074154-agg.csv
ES-ZH,ES + ZH docs,embed,10.0,30.0557,37.2043,0.9658,28.4661,31.6452,28.1612,31.9501,25.4766,45.7154,bge-m3,mmarco-8841823-bilingual-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-074205-agg.csv
ES-ZH,ES + ZH docs,embed,30.0,30.2387,36.651,0.9514,28.6727,31.8046,28.3724,32.1049,25.2985,47.2821,bge-m3,mmarco-8841823-bilingual-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-074217-agg.csv
ES-ZH,ES + ZH docs,embed,50.0,28.6992,35.5425,0.9226,27.1807,30.2178,26.8894,30.509,23.6888,46.0973,bge-m3,mmarco-8841823-bilingual-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-074228-agg.csv
ES-ZH,ES + ZH docs,embed,70.0,27.7368,35.4322,0.9198,26.223,29.2507,25.9326,29.541,22.8259,44.5699,bge-m3,mmarco-8841823-bilingual-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-074240-agg.csv
ES-ZH,ES + ZH docs,embed,90.0,26.8451,34.9636,0.9076,25.3513,28.3389,25.0647,28.6254,21.909,43.7051,bge-m3,mmarco-8841823-bilingual-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-074253-agg.csv
ES-ZH,ES + ZH docs,embed,100.0,26.4314,34.9016,0.906,24.9403,27.9226,24.6543,28.2086,21.6179,42.8965,bge-m3,mmarco-8841823-bilingual-es-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-074305-agg.csv
ES-ZH,ES docs,embed,0.0,30.0722,37.1494,0.9644,28.4849,31.6594,28.1805,31.9638,25.4235,46.1197,bge-m3,mmarco-8841823-spanish-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-130513-agg.csv
ES-ZH,ES docs,embed,10.0,30.1444,37.0284,0.9612,28.5624,31.7264,28.2589,32.0299,25.4595,46.2545,bge-m3,mmarco-8841823-spanish-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-130526-agg.csv
ES-ZH,ES docs,embed,30.0,30.4928,36.8143,0.9557,28.9199,32.0657,28.6183,32.3674,25.4888,47.4843,bge-m3,mmarco-8841823-spanish-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-130544-agg.csv
ES-ZH,ES docs,embed,50.0,29.4385,36.5813,0.9496,27.8756,31.0015,27.5758,31.3013,24.5555,46.0804,bge-m3,mmarco-8841823-spanish-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-130603-agg.csv
ES-ZH,ES docs,embed,70.0,26.5696,35.4427,0.92,25.0553,28.0839,24.7649,28.3743,21.877,42.363,bge-m3,mmarco-8841823-spanish-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-130623-agg.csv
ES-ZH,ES docs,embed,90.0,21.6582,33.0872,0.8589,20.2446,23.0718,19.9734,23.343,17.585,35.4223,bge-m3,mmarco-8841823-spanish-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-130643-agg.csv
ES-ZH,ES docs,embed,100.0,18.7841,31.369,0.8143,17.4439,20.1244,17.1868,20.3814,15.054,31.4128,bge-m3,mmarco-8841823-spanish-es-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-130655-agg.csv
ES-ZH,ZH docs,embed,0.0,18.9449,31.988,0.8304,17.5783,20.3116,17.3161,20.5738,15.5129,30.7783,bge-m3,mmarco-8841823-chinese-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-140035-agg.csv
ES-ZH,ZH docs,embed,10.0,20.3282,32.671,0.8481,18.9323,21.724,18.6646,21.9918,16.6957,32.8336,bge-m3,mmarco-8841823-chinese-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-140047-agg.csv
ES-ZH,ZH docs,embed,30.0,24.4028,34.231,0.8886,22.9403,25.8653,22.6598,26.1458,20.0268,39.5833,bge-m3,mmarco-8841823-chinese-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-140101-agg.csv
ES-ZH,ZH docs,embed,50.0,26.5034,35.0353,0.9095,25.0065,28.0002,24.7194,28.2873,21.8784,42.4809,bge-m3,mmarco-8841823-chinese-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-140114-agg.csv
ES-ZH,ZH docs,embed,70.0,27.1744,35.2837,0.9159,25.6669,28.6818,25.3777,28.971,22.3618,43.7275,bge-m3,mmarco-8841823-chinese-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-140125-agg.csv
ES-ZH,ZH docs,embed,90.0,26.4501,34.8168,0.9038,24.9625,27.9376,24.6772,28.2229,21.5477,43.0986,bge-m3,mmarco-8841823-chinese-es-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-140138-agg.csv
ES-ZH,ZH docs,embed,100.0,26.1669,34.8573,0.9049,24.6776,27.6562,24.392,27.9418,21.3731,42.4248,bge-m3,mmarco-8841823-chinese-es-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-140151-agg.csv
FR-AR,AR docs,embed,0.0,18.9047,32.3477,0.8397,17.5227,20.2868,17.2576,20.5519,15.8306,29.8012,bge-m3,mmarco-8841823-arabic-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-071126-agg.csv
FR-AR,AR docs,embed,10.0,20.8458,32.7385,0.8498,19.447,22.2445,19.1787,22.5128,17.1571,33.7433,bge-m3,mmarco-8841823-arabic-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-071144-agg.csv
FR-AR,AR docs,embed,30.0,24.8481,34.7677,0.9025,23.3626,26.3335,23.0777,26.6184,20.5965,39.4935,bge-m3,mmarco-8841823-arabic-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-071157-agg.csv
FR-AR,AR docs,embed,50.0,26.4679,35.6594,0.9257,24.9444,27.9915,24.6522,28.2837,22.1587,41.4252,bge-m3,mmarco-8841823-arabic-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-071209-agg.csv
FR-AR,AR docs,embed,70.0,26.2601,35.6064,0.9243,24.7388,27.7814,24.447,28.0732,21.9333,41.223,bge-m3,mmarco-8841823-arabic-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-071220-agg.csv
FR-AR,AR docs,embed,90.0,25.2636,34.9186,0.9064,23.7717,26.7555,23.4856,27.0417,20.8928,40.3133,bge-m3,mmarco-8841823-arabic-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-071232-agg.csv
FR-AR,AR docs,embed,100.0,24.5283,34.8336,0.9042,23.04,26.0165,22.7545,26.302,20.4433,38.7298,bge-m3,mmarco-8841823-arabic-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-071244-agg.csv
FR-AR,FR + AR docs,embed,0.0,30.3066,37.0999,0.9631,28.7215,31.8917,28.4175,32.1957,25.596,46.5802,bge-m3,mmarco-8841823-bilingual-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260202-144222-agg.csv
FR-AR,FR + AR docs,embed,10.0,30.4651,37.0828,0.9626,28.8807,32.0495,28.5768,32.3533,25.6965,46.8497,bge-m3,mmarco-8841823-bilingual-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260202-144233-agg.csv
FR-AR,FR + AR docs,embed,30.0,30.5188,37.0482,0.9617,28.9359,32.1017,28.6323,32.4053,25.6775,46.9508,bge-m3,mmarco-8841823-bilingual-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260202-144244-agg.csv
FR-AR,FR + AR docs,embed,50.0,29.4508,36.3528,0.9437,27.8976,31.004,27.5997,31.3019,24.5828,46.1422,bge-m3,mmarco-8841823-bilingual-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260202-144255-agg.csv
FR-AR,FR + AR docs,embed,70.0,27.8183,36.2523,0.9411,26.2694,29.3671,25.9723,29.6642,23.3084,43.3681,bge-m3,mmarco-8841823-bilingual-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260202-144306-agg.csv
FR-AR,FR + AR docs,embed,90.0,25.9058,35.1407,0.9122,24.4044,27.4072,24.1165,27.6952,21.4557,41.2567,bge-m3,mmarco-8841823-bilingual-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260202-144318-agg.csv
FR-AR,FR + AR docs,embed,100.0,24.9943,34.9484,0.9072,23.5012,26.4875,23.2148,26.7739,20.7826,39.5384,bge-m3,mmarco-8841823-bilingual-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260202-144329-agg.csv
FR-AR,FR docs,embed,0.0,30.0767,36.9715,0.9597,28.4971,31.6563,28.1941,31.9593,25.3242,46.4791,bge-m3,mmarco-8841823-french-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-074358-agg.csv
FR-AR,FR docs,embed,10.0,30.3429,37.0626,0.9621,28.7594,31.9264,28.4557,32.2301,25.5867,46.816,bge-m3,mmarco-8841823-french-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-074411-agg.csv
FR-AR,FR docs,embed,30.0,30.517,37.3301,0.969,28.9221,32.112,28.6162,32.4179,25.7569,46.5802,bge-m3,mmarco-8841823-french-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-074428-agg.csv
FR-AR,FR docs,embed,50.0,29.5536,37.0236,0.9611,27.9717,31.1354,27.6683,31.4388,24.9481,45.1314,bge-m3,mmarco-8841823-french-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-074440-agg.csv
FR-AR,FR docs,embed,70.0,26.1445,35.5766,0.9235,24.6245,27.6645,24.3329,27.956,21.8115,41.0602,bge-m3,mmarco-8841823-french-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-074454-agg.csv
FR-AR,FR docs,embed,90.0,20.2488,32.9529,0.8554,18.8408,21.6567,18.5708,21.9267,16.7415,32.3001,bge-m3,mmarco-8841823-french-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-074511-agg.csv
FR-AR,FR docs,embed,100.0,17.5672,31.162,0.8089,16.2358,18.8986,15.9804,19.1539,14.4434,28.4704,bge-m3,mmarco-8841823-french-fr-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-074527-agg.csv
FR-DE,DE docs,embed,0.0,23.0607,34.1373,0.8862,21.6022,24.5192,21.3224,24.7989,19.0744,36.8879,bge-m3,mmarco-8841823-german-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-234805-agg.csv
FR-DE,DE docs,embed,10.0,24.5653,34.7848,0.903,23.0791,26.0515,22.7941,26.3365,20.3737,39.2127,bge-m3,mmarco-8841823-german-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-234819-agg.csv
FR-DE,DE docs,embed,30.0,26.97,35.6725,0.926,25.4459,28.4941,25.1536,28.7864,22.3993,42.8403,bge-m3,mmarco-8841823-german-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-234831-agg.csv
FR-DE,DE docs,embed,50.0,28.3761,36.2627,0.9413,26.8267,29.9254,26.5296,30.2225,23.6704,44.5811,bge-m3,mmarco-8841823-german-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-234844-agg.csv
FR-DE,DE docs,embed,70.0,28.5798,36.4592,0.9464,27.0221,30.1375,26.7233,30.4363,23.8302,44.5979,bge-m3,mmarco-8841823-german-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-234856-agg.csv
FR-DE,DE docs,embed,90.0,28.2648,36.5934,0.9499,26.7014,29.8283,26.4015,30.1281,23.779,43.604,bge-m3,mmarco-8841823-german-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-234909-agg.csv
FR-DE,DE docs,embed,100.0,27.7748,36.2988,0.9423,26.224,29.3257,25.9265,29.6232,23.338,42.9301,bge-m3,mmarco-8841823-german-fr-de-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-234921-agg.csv
FR-DE,FR + DE docs,embed,0.0,30.228,36.9549,0.9593,28.6491,31.8069,28.3463,32.1097,25.4753,46.7823,bge-m3,mmarco-8841823-bilingual-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-025309-agg.csv
FR-DE,FR + DE docs,embed,10.0,30.7055,36.9133,0.9582,29.1284,32.2826,28.8259,32.5851,25.7804,47.8605,bge-m3,mmarco-8841823-bilingual-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-025320-agg.csv
FR-DE,FR + DE docs,embed,30.0,30.9309,36.902,0.9579,29.3542,32.5075,29.0518,32.8099,25.8994,48.2985,bge-m3,mmarco-8841823-bilingual-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-025331-agg.csv
FR-DE,FR + DE docs,embed,50.0,30.525,36.8796,0.9573,28.9493,32.1007,28.6471,32.4029,25.5968,47.4899,bge-m3,mmarco-8841823-bilingual-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-025342-agg.csv
FR-DE,FR + DE docs,embed,70.0,29.8221,36.5864,0.9497,28.2589,31.3852,27.9591,31.685,24.9054,46.6588,bge-m3,mmarco-8841823-bilingual-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-025353-agg.csv
FR-DE,FR + DE docs,embed,90.0,29.4165,36.9024,0.9579,27.8398,30.9932,27.5374,31.2956,24.7787,45.3223,bge-m3,mmarco-8841823-bilingual-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-025404-agg.csv
FR-DE,FR + DE docs,embed,100.0,28.7571,36.607,0.9503,27.1931,30.3211,26.8931,30.6211,24.1429,44.4126,bge-m3,mmarco-8841823-bilingual-fr-de-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-025415-agg.csv
FR-DE,FR docs,embed,0.0,30.0767,36.9715,0.9597,28.4971,31.6563,28.1941,31.9593,25.3242,46.4791,bge-m3,mmarco-8841823-french-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-225447-agg.csv
FR-DE,FR docs,embed,10.0,30.4542,36.9595,0.9594,28.8751,32.0333,28.5723,32.3362,25.6247,47.2204,bge-m3,mmarco-8841823-french-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-225500-agg.csv
FR-DE,FR docs,embed,30.0,30.6678,36.8483,0.9565,29.0935,32.2422,28.7915,32.5441,25.5986,47.8268,bge-m3,mmarco-8841823-french-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-225521-agg.csv
FR-DE,FR docs,embed,50.0,30.4192,36.8575,0.9568,28.8445,31.9939,28.5424,32.296,25.439,47.3551,bge-m3,mmarco-8841823-french-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-225533-agg.csv
FR-DE,FR docs,embed,70.0,28.6059,36.0469,0.9357,27.0658,30.146,26.7704,30.4414,23.7778,45.0416,bge-m3,mmarco-8841823-french-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-225544-agg.csv
FR-DE,FR docs,embed,90.0,25.369,34.9666,0.9077,23.875,26.8629,23.5885,27.1495,20.9079,40.42,bge-m3,mmarco-8841823-french-fr-de-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-225558-agg.csv
FR-DE,FR docs,embed,100.0,23.9265,34.6672,0.8999,22.4454,25.4077,22.1613,25.6918,19.8499,37.8369,bge-m3,mmarco-8841823-french-fr-de-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-225611-agg.csv
FR-HI,FR + HI docs,embed,0.0,30.2483,36.8464,0.9565,28.6741,31.8226,28.3721,32.1246,25.4266,47.0519,bge-m3,mmarco-8841823-bilingual-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-091601-agg.csv
FR-HI,FR + HI docs,embed,10.0,30.4037,36.7063,0.9528,28.8354,31.9719,28.5346,32.2727,25.4522,47.4562,bge-m3,mmarco-8841823-bilingual-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-091613-agg.csv
FR-HI,FR + HI docs,embed,30.0,30.6,36.4721,0.9468,29.0418,32.1583,28.7429,32.4572,25.3996,48.1974,bge-m3,mmarco-8841823-bilingual-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-091624-agg.csv
FR-HI,FR + HI docs,embed,50.0,30.3504,36.7333,0.9535,28.781,31.9198,28.48,32.2209,25.352,47.4,bge-m3,mmarco-8841823-bilingual-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-091635-agg.csv
FR-HI,FR + HI docs,embed,70.0,29.0736,36.8431,0.9564,27.4995,30.6477,27.1975,30.9496,24.4717,44.991,bge-m3,mmarco-8841823-bilingual-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-091647-agg.csv
FR-HI,FR + HI docs,embed,90.0,27.6511,36.6083,0.9503,26.087,29.2152,25.787,29.5152,23.3165,42.4978,bge-m3,mmarco-8841823-bilingual-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-091658-agg.csv
FR-HI,FR + HI docs,embed,100.0,27.1124,36.2819,0.9418,25.5623,28.6626,25.265,28.9599,22.7891,41.8913,bge-m3,mmarco-8841823-bilingual-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-091709-agg.csv
FR-HI,FR docs,embed,0.0,30.0767,36.9715,0.9597,28.4971,31.6563,28.1941,31.9593,25.3242,46.4791,bge-m3,mmarco-8841823-french-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-173457-agg.csv
FR-HI,FR docs,embed,10.0,30.2361,36.7656,0.9544,28.6652,31.8069,28.364,32.1082,25.3344,47.0182,bge-m3,mmarco-8841823-french-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-173513-agg.csv
FR-HI,FR docs,embed,30.0,30.351,36.4955,0.9474,28.7917,31.9103,28.4927,32.2093,25.2409,47.5236,bge-m3,mmarco-8841823-french-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-173530-agg.csv
FR-HI,FR docs,embed,50.0,29.742,36.5146,0.9479,28.1819,31.302,27.8827,31.6013,24.7949,46.4454,bge-m3,mmarco-8841823-french-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-173550-agg.csv
FR-HI,FR docs,embed,70.0,26.907,35.7845,0.9289,25.3781,28.4359,25.0848,28.7291,22.4418,42.1889,bge-m3,mmarco-8841823-french-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-173605-agg.csv
FR-HI,FR docs,embed,90.0,22.2124,33.7463,0.876,20.7706,23.6542,20.4941,23.9308,18.3864,35.4672,bge-m3,mmarco-8841823-french-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-173620-agg.csv
FR-HI,FR docs,embed,100.0,19.2753,32.0844,0.8329,17.9045,20.6461,17.6415,20.909,15.7497,31.2219,bge-m3,mmarco-8841823-french-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-173633-agg.csv
FR-HI,HI docs,embed,0.0,19.439,32.2679,0.8376,18.0603,20.8176,17.7959,21.082,16.0678,31.0759,bge-m3,mmarco-8841823-hindi-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-144747-agg.csv
FR-HI,HI docs,embed,10.0,21.506,33.318,0.8649,20.0825,22.9295,19.8094,23.2025,17.8159,34.4283,bge-m3,mmarco-8841823-hindi-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-144802-agg.csv
FR-HI,HI docs,embed,30.0,25.3762,35.3982,0.9189,23.8638,26.8886,23.5737,27.1787,21.1854,39.7181,bge-m3,mmarco-8841823-hindi-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-144816-agg.csv
FR-HI,HI docs,embed,50.0,27.3851,35.9701,0.9337,25.8483,28.922,25.5535,29.2167,22.8011,43.02,bge-m3,mmarco-8841823-hindi-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-144828-agg.csv
FR-HI,HI docs,embed,70.0,27.6574,36.2707,0.9415,26.1077,29.2071,25.8105,29.5043,23.1121,43.0705,bge-m3,mmarco-8841823-hindi-fr-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-144842-agg.csv
