pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
NL-HI,NL docs,embed,50.0,28.8734,36.0144,0.9349,27.3347,30.4122,27.0396,30.7073,23.9352,45.6649,bge-m3,mmarco-8841823-dutch-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260209-132907-agg.csv
NL-HI,NL docs,embed,70.0,26.1917,35.0493,0.9098,24.6942,27.6892,24.407,27.9764,21.5736,41.9418,bge-m3,mmarco-8841823-dutch-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260209-132919-agg.csv
NL-HI,NL docs,embed,90.0,20.9624,32.5632,0.8453,19.5712,22.3537,19.3043,22.6205,17.096,34.1195,bge-m3,mmarco-8841823-dutch-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260209-132931-agg.csv
NL-HI,NL docs,embed,100.0,18.6317,31.2776,0.8119,17.2954,19.968,17.0391,20.2244,15.1553,30.5818,bge-m3,mmarco-8841823-dutch-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260209-132946-agg.csv
NL-ID,ID docs,embed,0.0,23.8443,34.8533,0.9047,22.3552,25.3334,22.0696,25.619,19.7981,37.354,bge-m3,mmarco-8841823-indonesian-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260209-150817-agg.csv
NL-ID,ID docs,embed,10.0,24.8033,35.3099,0.9166,23.2947,26.3119,23.0053,26.6013,20.6318,38.6343,bge-m3,mmarco-8841823-indonesian-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260209-150829-agg.csv
NL-ID,ID docs,embed,30.0,27.3887,35.901,0.9319,25.8548,28.9226,25.5606,29.2168,22.8036,42.7785,bge-m3,mmarco-8841823-indonesian-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260209-150842-agg.csv
NL-ID,ID docs,embed,50.0,28.9767,36.2746,0.9416,27.4268,30.5265,27.1296,30.8238,24.0949,45.2942,bge-m3,mmarco-8841823-indonesian-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260209-150856-agg.csv
NL-ID,ID docs,embed,70.0,29.1715,36.4639,0.9466,27.6136,30.7295,27.3148,31.0283,24.445,45.3729,bge-m3,mmarco-8841823-indonesian-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260209-150913-agg.csv
NL-ID,ID docs,embed,90.0,28.8024,35.877,0.9313,27.2695,30.3352,26.9755,30.6292,23.867,45.5245,bge-m3,mmarco-8841823-indonesian-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260209-150926-agg.csv
NL-ID,ID docs,embed,100.0,28.4534,35.8358,0.9303,26.9223,29.9845,26.6287,30.2782,23.6775,44.7832,bge-m3,mmarco-8841823-indonesian-nl-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260209-150939-agg.csv
NL-ID,NL + ID docs,embed,0.0,28.8434,36.5028,0.9476,27.2838,30.4029,26.9847,30.7021,24.0986,44.7889,bge-m3,mmarco-8841823-bilingual-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260205-034913-agg.csv
NL-ID,NL + ID docs,embed,10.0,29.3773,36.6836,0.9523,27.81,30.9446,27.5094,31.2452,24.5912,45.5975,bge-m3,mmarco-8841823-bilingual-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260205-034925-agg.csv
NL-ID,NL + ID docs,embed,30.0,29.7896,36.4096,0.9451,28.234,31.3452,27.9356,31.6436,24.8002,46.642,bge-m3,mmarco-8841823-bilingual-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260205-034939-agg.csv
NL-ID,NL + ID docs,embed,50.0,29.7619,36.331,0.9431,28.2096,31.3141,27.9119,31.6118,24.7886,46.642,bge-m3,mmarco-8841823-bilingual-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260205-034949-agg.csv
NL-ID,NL + ID docs,embed,70.0,29.6292,36.2448,0.9409,28.0807,31.1778,27.7836,31.4748,24.6156,46.5746,bge-m3,mmarco-8841823-bilingual-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260205-035006-agg.csv
NL-ID,NL + ID docs,embed,90.0,28.9168,35.8501,0.9306,27.3851,30.4485,27.0913,30.7422,23.9115,45.8277,bge-m3,mmarco-8841823-bilingual-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260205-035018-agg.csv
NL-ID,NL + ID docs,embed,100.0,28.661,35.7196,0.9272,27.1349,30.1871,26.8422,30.4798,23.6865,45.5245,bge-m3,mmarco-8841823-bilingual-nl-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260205-035029-agg.csv
NL-ID,NL docs,embed,0.0,28.7171,36.3551,0.9437,27.1639,30.2704,26.8659,30.5683,23.909,44.8562,bge-m3,mmarco-8841823-dutch-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260209-212700-agg.csv
NL-ID,NL docs,embed,10.0,29.1017,36.6292,0.9508,27.5367,30.6667,27.2365,30.9668,24.3459,45.1932,bge-m3,mmarco-8841823-dutch-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260209-212715-agg.csv
NL-ID,NL docs,embed,30.0,29.3075,36.3351,0.9432,27.7551,30.8599,27.4573,31.1576,24.3971,45.9344,bge-m3,mmarco-8841823-dutch-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260209-212730-agg.csv
NL-ID,NL docs,embed,50.0,28.9257,36.004,0.9346,27.3875,30.464,27.0924,30.759,24.0222,45.6649,bge-m3,mmarco-8841823-dutch-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260209-212747-agg.csv
NL-ID,NL docs,embed,70.0,26.9546,35.0732,0.9105,25.4561,28.4531,25.1687,28.7405,21.956,43.3738,bge-m3,mmarco-8841823-dutch-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260209-212803-agg.csv
NL-ID,NL docs,embed,90.0,24.2621,34.0362,0.8835,22.808,25.7163,22.529,25.9953,19.8097,39.3643,bge-m3,mmarco-8841823-dutch-nl-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260209-212821-agg.csv
NL-ID,NL docs,embed,100.0,22.7285,33.27,0.8636,21.307,24.15,21.0344,24.4226,18.4491,37.2417,bge-m3,mmarco-8841823-dutch-nl-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260209-212840-agg.csv
NL-JA,JA docs,embed,0.0,18.3302,31.4098,0.8154,16.9882,19.6722,16.7308,19.9295,14.9358,29.717,bge-m3,mmarco-8841823-japanese-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-031549-agg.csv
NL-JA,JA docs,embed,10.0,20.4301,32.7935,0.8513,19.029,21.8312,18.7602,22.0999,16.8495,32.6482,bge-m3,mmarco-8841823-japanese-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-031606-agg.csv
NL-JA,JA docs,embed,30.0,24.8497,35.0965,0.9111,23.3502,26.3492,23.0626,26.6368,20.5671,39.2913,bge-m3,mmarco-8841823-japanese-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-031622-agg.csv
NL-JA,JA docs,embed,50.0,27.4052,35.7072,0.9269,25.8796,28.9307,25.587,29.2234,22.6419,43.5535,bge-m3,mmarco-8841823-japanese-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-031641-agg.csv
NL-JA,JA docs,embed,70.0,27.8247,36.3256,0.943,26.2726,29.3767,25.975,29.6743,23.3902,43.1941,bge-m3,mmarco-8841823-japanese-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-031659-agg.csv
NL-JA,JA docs,embed,90.0,27.6878,36.0863,0.9368,26.146,29.2295,25.8503,29.5253,23.0746,43.2615,bge-m3,mmarco-8841823-japanese-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-031715-agg.csv
NL-JA,JA docs,embed,100.0,27.2089,35.6889,0.9264,25.6841,28.7337,25.3916,29.0262,22.658,42.8908,bge-m3,mmarco-8841823-japanese-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-031736-agg.csv
NL-JA,NL + JA docs,embed,0.0,28.7595,36.3677,0.9441,27.2057,30.3133,26.9077,30.6113,23.9565,44.8226,bge-m3,mmarco-8841823-bilingual-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260205-140629-agg.csv
NL-JA,NL + JA docs,embed,10.0,29.0708,36.3998,0.9449,27.5156,30.626,27.2173,30.9243,24.2131,45.2606,bge-m3,mmarco-8841823-bilingual-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260205-140640-agg.csv
NL-JA,NL + JA docs,embed,30.0,29.907,36.9463,0.9591,28.3285,31.4855,28.0257,31.7883,25.0969,46.1253,bge-m3,mmarco-8841823-bilingual-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260205-140652-agg.csv
NL-JA,NL + JA docs,embed,50.0,29.4344,36.1212,0.9377,27.8912,30.9777,27.5952,31.2737,24.3434,46.6139,bge-m3,mmarco-8841823-bilingual-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260205-140703-agg.csv
NL-JA,NL + JA docs,embed,70.0,28.4994,36.443,0.946,26.9424,30.0565,26.6438,30.3551,23.8322,44.3621,bge-m3,mmarco-8841823-bilingual-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260205-140715-agg.csv
NL-JA,NL + JA docs,embed,90.0,27.9438,36.0634,0.9362,26.403,29.4846,26.1075,29.7801,23.3092,43.7219,bge-m3,mmarco-8841823-bilingual-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260205-140726-agg.csv
NL-JA,NL + JA docs,embed,100.0,27.4693,35.7251,0.9274,25.943,28.9957,25.6502,29.2885,22.8457,43.385,bge-m3,mmarco-8841823-bilingual-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260205-140738-agg.csv
NL-JA,NL docs,embed,0.0,28.7171,36.3551,0.9437,27.1639,30.2704,26.8659,30.5683,23.909,44.8562,bge-m3,mmarco-8841823-dutch-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-022033-agg.csv
NL-JA,NL docs,embed,10.0,28.8903,36.4227,0.9455,27.3341,30.4465,27.0357,30.7449,24.0807,44.9573,bge-m3,mmarco-8841823-dutch-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-022051-agg.csv
NL-JA,NL docs,embed,30.0,29.6887,37.0883,0.9628,28.1041,31.2733,27.8002,31.5773,24.9598,45.5975,bge-m3,mmarco-8841823-dutch-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-022111-agg.csv
NL-JA,NL docs,embed,50.0,28.9874,36.3155,0.9427,27.4358,30.539,27.1382,30.8366,24.0317,45.6649,bge-m3,mmarco-8841823-dutch-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-022131-agg.csv
NL-JA,NL docs,embed,70.0,26.1633,35.4225,0.9195,24.6499,27.6768,24.3596,27.967,21.6487,41.442,bge-m3,mmarco-8841823-dutch-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-022148-agg.csv
NL-JA,NL docs,embed,90.0,21.7276,33.6804,0.8743,20.2886,23.1666,20.0126,23.4426,17.951,34.5687,bge-m3,mmarco-8841823-dutch-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-022204-agg.csv
NL-JA,NL docs,embed,100.0,19.2461,32.0973,0.8332,17.8747,20.6174,17.6117,20.8804,15.7716,31.2107,bge-m3,mmarco-8841823-dutch-nl-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-022221-agg.csv
NL-PT,NL + PT docs,embed,0.0,28.9357,36.2661,0.9414,27.3862,30.4852,27.0891,30.7824,24.0145,45.3953,bge-m3,mmarco-8841823-bilingual-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260205-190218-agg.csv
NL-PT,NL + PT docs,embed,10.0,29.5441,36.6861,0.9523,27.9767,31.1115,27.6761,31.4122,24.6514,46.0018,bge-m3,mmarco-8841823-bilingual-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260205-190230-agg.csv
NL-PT,NL + PT docs,embed,30.0,29.7604,36.5732,0.9494,28.1978,31.323,27.8981,31.6227,24.7999,46.5072,bge-m3,mmarco-8841823-bilingual-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260205-190241-agg.csv
NL-PT,NL + PT docs,embed,50.0,30.2207,37.0436,0.9616,28.638,31.8034,28.3344,32.1069,25.4573,46.6925,bge-m3,mmarco-8841823-bilingual-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260205-190251-agg.csv
NL-PT,NL + PT docs,embed,70.0,29.8075,36.0922,0.9369,28.2655,31.3495,27.9697,31.6453,24.5627,47.664,bge-m3,mmarco-8841823-bilingual-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260205-190302-agg.csv
NL-PT,NL + PT docs,embed,90.0,29.2589,36.106,0.9373,27.7163,30.8016,27.4204,31.0975,24.133,46.889,bge-m3,mmarco-8841823-bilingual-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260205-190314-agg.csv
NL-PT,NL + PT docs,embed,100.0,28.7223,36.1939,0.9395,27.1759,30.2687,26.8793,30.5653,23.8343,45.4739,bge-m3,mmarco-8841823-bilingual-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260205-190325-agg.csv
NL-PT,NL docs,embed,0.0,28.7171,36.3551,0.9437,27.1639,30.2704,26.8659,30.5683,23.909,44.8562,bge-m3,mmarco-8841823-dutch-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-064658-agg.csv
NL-PT,NL docs,embed,10.0,29.2323,36.7008,0.9527,27.6643,30.8004,27.3635,31.1011,24.4058,45.3279,bge-m3,mmarco-8841823-dutch-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-064718-agg.csv
NL-PT,NL docs,embed,30.0,29.3543,36.7168,0.9531,27.7856,30.9231,27.4847,31.2239,24.6364,45.4627,bge-m3,mmarco-8841823-dutch-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-064739-agg.csv
NL-PT,NL docs,embed,50.0,29.0448,36.9333,0.9587,27.4668,30.6228,27.1642,30.9254,24.5378,44.4182,bge-m3,mmarco-8841823-dutch-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-064755-agg.csv
NL-PT,NL docs,embed,70.0,27.0622,35.8337,0.9302,25.5312,28.5932,25.2376,28.8869,22.6337,42.363,bge-m3,mmarco-8841823-dutch-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-064816-agg.csv
NL-PT,NL docs,embed,90.0,24.3934,34.9714,0.9078,22.8993,25.8876,22.6127,26.1742,20.2779,38.2469,bge-m3,mmarco-8841823-dutch-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-064833-agg.csv
NL-PT,NL docs,embed,100.0,23.0772,34.2951,0.8903,21.612,24.5425,21.3309,24.8235,19.1069,36.5622,bge-m3,mmarco-8841823-dutch-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-064851-agg.csv
NL-PT,PT docs,embed,0.0,23.3836,33.9289,0.8807,21.934,24.8332,21.6559,25.1112,19.1515,37.9717,bge-m3,mmarco-8841823-portuguese-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-065919-agg.csv
NL-PT,PT docs,embed,10.0,24.4373,34.1497,0.8865,22.9783,25.8964,22.6984,26.1762,19.8995,39.8922,bge-m3,mmarco-8841823-portuguese-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-065940-agg.csv
NL-PT,PT docs,embed,30.0,27.4553,35.2395,0.9148,25.9497,28.9609,25.6609,29.2497,22.4277,44.5755,bge-m3,mmarco-8841823-portuguese-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-065959-agg.csv
NL-PT,PT docs,embed,50.0,29.0034,35.9408,0.933,27.4678,30.539,27.1733,30.8335,23.9643,46.2994,bge-m3,mmarco-8841823-portuguese-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-070017-agg.csv
NL-PT,PT docs,embed,70.0,29.3295,35.8325,0.9302,27.7986,30.8604,27.5049,31.1541,24.0543,47.2709,bge-m3,mmarco-8841823-portuguese-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-070032-agg.csv
NL-PT,PT docs,embed,90.0,29.0732,36.066,0.9362,27.5323,30.6141,27.2367,30.9097,24.0059,46.5296,bge-m3,mmarco-8841823-portuguese-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-070052-agg.csv
NL-PT,PT docs,embed,100.0,28.7125,36.0092,0.9348,27.174,30.251,26.8789,30.546,23.7621,45.8895,bge-m3,mmarco-8841823-portuguese-nl-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-070109-agg.csv
NL-RU,NL + RU docs,embed,0.0,28.7142,36.4451,0.9461,27.157,30.2713,26.8584,30.5699,23.9984,44.5193,bge-m3,mmarco-8841823-bilingual-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260205-202234-agg.csv
NL-RU,NL + RU docs,embed,10.0,29.2324,36.7332,0.9535,27.663,30.8018,27.3619,31.1028,24.4708,45.2269,bge-m3,mmarco-8841823-bilingual-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260205-202246-agg.csv
NL-RU,NL + RU docs,embed,30.0,30.0551,36.8123,0.9556,28.4823,31.6279,28.1806,31.9295,25.0676,46.8441,bge-m3,mmarco-8841823-bilingual-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260205-202257-agg.csv
NL-RU,NL + RU docs,embed,50.0,29.867,36.7373,0.9537,28.2974,31.4366,27.9964,31.7377,24.8977,46.7093,bge-m3,mmarco-8841823-bilingual-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260205-202308-agg.csv
NL-RU,NL + RU docs,embed,70.0,29.0807,36.1407,0.9382,27.5366,30.6248,27.2404,30.9209,23.9801,46.1871,bge-m3,mmarco-8841823-bilingual-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260205-202320-agg.csv
NL-RU,NL + RU docs,embed,90.0,28.0905,35.7431,0.9278,26.5634,29.6176,26.2705,29.9105,23.0283,45.1089,bge-m3,mmarco-8841823-bilingual-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260205-202331-agg.csv
NL-RU,NL + RU docs,embed,100.0,27.5445,35.6752,0.9261,26.0203,29.0688,25.728,29.3611,22.6173,44.1655,bge-m3,mmarco-8841823-bilingual-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260205-202343-agg.csv
NL-RU,NL docs,embed,0.0,28.7171,36.3551,0.9437,27.1639,30.2704,26.8659,30.5683,23.909,44.8562,bge-m3,mmarco-8841823-dutch-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-071116-agg.csv
NL-RU,NL docs,embed,10.0,29.1195,36.6463,0.9513,27.5538,30.6852,27.2535,30.9855,24.3576,45.1932,bge-m3,mmarco-8841823-dutch-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-071133-agg.csv
NL-RU,NL docs,embed,30.0,29.5601,36.6932,0.9525,27.9924,31.1278,27.6917,31.4285,24.6902,46.1029,bge-m3,mmarco-8841823-dutch-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-071154-agg.csv
NL-RU,NL docs,embed,50.0,28.8434,36.315,0.9427,27.2919,30.395,26.9943,30.6926,24.0428,45.1258,bge-m3,mmarco-8841823-dutch-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-071211-agg.csv
NL-RU,NL docs,embed,70.0,27.0243,35.6239,0.9247,25.5023,28.5463,25.2103,28.8382,22.5004,42.4978,bge-m3,mmarco-8841823-dutch-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-071227-agg.csv
NL-RU,NL docs,embed,90.0,23.5813,34.1661,0.8869,22.1216,25.0411,21.8416,25.321,19.3106,37.6965,bge-m3,mmarco-8841823-dutch-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-071243-agg.csv
NL-RU,NL docs,embed,100.0,21.656,32.9862,0.8563,20.2466,23.0653,19.9763,23.3356,17.5198,35.237,bge-m3,mmarco-8841823-dutch-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-071303-agg.csv
NL-RU,RU docs,embed,0.0,21.4147,33.2595,0.8634,19.9936,22.8357,19.7211,23.1082,17.4972,34.8607,bge-m3,mmarco-8841823-russian-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-080034-agg.csv
NL-RU,RU docs,embed,10.0,23.0104,34.0424,0.8837,21.5559,24.4648,21.2769,24.7438,18.904,37.1013,bge-m3,mmarco-8841823-russian-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-080052-agg.csv
NL-RU,RU docs,embed,30.0,26.408,35.203,0.9138,24.9039,27.912,24.6154,28.2005,21.6548,42.4753,bge-m3,mmarco-8841823-russian-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-080110-agg.csv
NL-RU,RU docs,embed,50.0,27.9271,35.6859,0.9264,26.4024,29.4518,26.11,29.7442,22.9485,44.6541,bge-m3,mmarco-8841823-russian-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-080129-agg.csv
NL-RU,RU docs,embed,70.0,28.1627,36.028,0.9352,26.6234,29.702,26.3282,29.9972,23.2731,44.6035,bge-m3,mmarco-8841823-russian-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-080143-agg.csv
NL-RU,RU docs,embed,90.0,27.6625,35.7132,0.9271,26.1367,29.1884,25.844,29.481,22.7773,44.2666,bge-m3,mmarco-8841823-russian-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-080157-agg.csv
NL-RU,RU docs,embed,100.0,27.1639,35.4693,0.9207,25.6485,28.6794,25.3579,28.97,22.2174,43.7275,bge-m3,mmarco-8841823-russian-nl-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-080217-agg.csv
NL-VI,NL + VI docs,embed,0.0,28.6705,36.2839,0.9419,27.1202,30.2207,26.8229,30.518,23.9701,44.6541,bge-m3,mmarco-8841823-bilingual-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260205-205518-agg.csv
NL-VI,NL + VI docs,embed,10.0,29.07,36.5981,0.95,27.5064,30.6337,27.2065,30.9336,24.3634,44.9573,bge-m3,mmarco-8841823-bilingual-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260205-205529-agg.csv
NL-VI,NL + VI docs,embed,30.0,29.6641,36.2267,0.9404,28.1163,31.2119,27.8195,31.5088,24.5788,46.743,bge-m3,mmarco-8841823-bilingual-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260205-205540-agg.csv
NL-VI,NL + VI docs,embed,50.0,29.1665,36.3607,0.9439,27.613,30.72,27.315,31.0179,24.2731,45.7996,bge-m3,mmarco-8841823-bilingual-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260205-205552-agg.csv
NL-VI,NL + VI docs,embed,70.0,28.1267,35.8713,0.9312,26.5941,29.6593,26.3001,29.9533,23.2902,44.6653,bge-m3,mmarco-8841823-bilingual-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260205-205603-agg.csv
NL-VI,NL + VI docs,embed,90.0,26.875,36.1591,0.9386,25.3301,28.4199,25.0338,28.7162,22.6719,41.3634,bge-m3,mmarco-8841823-bilingual-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260205-205615-agg.csv
NL-VI,NL + VI docs,embed,100.0,26.2373,36.1383,0.9381,24.6933,27.7813,24.3971,28.0774,22.2388,40.1168,bge-m3,mmarco-8841823-bilingual-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260205-205627-agg.csv
NL-VI,NL docs,embed,0.0,28.7171,36.3551,0.9437,27.1639,30.2704,26.8659,30.5683,23.909,44.8562,bge-m3,mmarco-8841823-dutch-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-082042-agg.csv
NL-VI,NL docs,embed,10.0,29.1715,36.7625,0.9543,27.6008,30.7422,27.2996,31.0434,24.4611,45.1258,bge-m3,mmarco-8841823-dutch-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-082101-agg.csv
NL-VI,NL docs,embed,30.0,29.346,36.6603,0.9517,27.7797,30.9123,27.4793,31.2128,24.429,45.867,bge-m3,mmarco-8841823-dutch-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-082118-agg.csv
NL-VI,NL docs,embed,50.0,28.4469,36.4919,0.9473,26.8878,30.0061,26.5888,30.3051,23.6648,44.3845,bge-m3,mmarco-8841823-dutch-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-082138-agg.csv
NL-VI,NL docs,embed,70.0,25.3082,34.5696,0.8974,23.8312,26.7851,23.5479,27.0684,20.5202,41.3522,bge-m3,mmarco-8841823-dutch-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-082155-agg.csv
NL-VI,NL docs,embed,90.0,20.8827,32.7551,0.8503,19.4833,22.2822,19.2148,22.5506,16.977,34.0409,bge-m3,mmarco-8841823-dutch-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-082213-agg.csv
NL-VI,NL docs,embed,100.0,19.0002,31.7689,0.8247,17.6428,20.3575,17.3825,20.6178,15.3771,31.1433,bge-m3,mmarco-8841823-dutch-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-082231-agg.csv
NL-VI,VI docs,embed,0.0,21.233,33.5131,0.87,19.8011,22.6648,19.5265,22.9395,17.7043,33.4513,bge-m3,mmarco-8841823-vietnamese-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-083616-agg.csv
NL-VI,VI docs,embed,10.0,22.9544,34.1053,0.8853,21.4973,24.4116,21.2178,24.6911,19.005,36.4387,bge-m3,mmarco-8841823-vietnamese-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-083635-agg.csv
NL-VI,VI docs,embed,30.0,26.1934,35.4744,0.9209,24.6778,27.7091,24.3871,27.9998,21.8397,40.9591,bge-m3,mmarco-8841823-vietnamese-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-083651-agg.csv
NL-VI,VI docs,embed,50.0,27.9515,36.1684,0.9389,26.4062,29.4968,26.1098,29.7932,23.2823,43.5872,bge-m3,mmarco-8841823-vietnamese-nl-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-083706-agg.csv
