dataset,docs_size,num_bands,exp_tag,exp_type,block,doc_lang,query_lang_a,query_lang_b,pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,result_kind,result_variant,experiment_dir,source_file
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,30.0,87.1462,25.1623,0.6532,86.0712,88.2213,85.865,88.4275,84.4019,96.6644,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.3_dev_20260126-140245-agg.csv
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,30.0,88.8061,23.6072,0.6128,87.7974,89.8147,87.604,90.0081,86.3721,97.3551,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.3_dev_20260126-140421-agg.csv
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,50.0,86.926,25.4675,0.6611,85.8379,88.0141,85.6292,88.2228,84.1397,96.5465,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.5_dev_20260126-140254-agg.csv
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,50.0,88.7315,23.7651,0.6169,87.7161,89.7469,87.5214,89.9416,86.2563,97.3776,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.5_dev_20260126-140428-agg.csv
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,70.0,86.1912,26.646,0.6917,85.0527,87.3297,84.8344,87.548,83.4391,95.7042,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.7_dev_20260126-140302-agg.csv
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,70.0,87.9219,24.6721,0.6405,86.8678,88.976,86.6656,89.1782,85.4145,96.8048,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.7_dev_20260126-140437-agg.csv
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,90.0,84.6291,28.4295,0.738,83.4145,85.8438,83.1815,86.0768,81.9303,94.2049,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.9_dev_20260126-140311-agg.csv
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,90.0,86.6048,26.2149,0.6805,85.4848,87.7248,85.2699,87.9397,84.0023,95.8726,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.9_dev_20260126-140445-agg.csv
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,100.0,84.1647,29.0282,0.7535,82.9244,85.4049,82.6866,85.6428,81.411,93.8679,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-1_dev_20260126-140319-agg.csv
mmarco,100000,5,bilingual-zh-ru-size,bilingual,size,zh-ru,zh,ru,ZH-RU,ZH + RU docs,embed,100.0,85.591,27.4571,0.7128,84.4179,86.7641,84.1929,86.9891,82.927,95.0303,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B,mmarco-100000-bilingual-zh-ru-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-1_dev_20260126-140454-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,0.0,65.9765,39.2543,1.019,64.2994,67.6537,63.9777,67.9754,61.9918,80.7558,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0_dev_20260126-135751-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,0.0,72.244,37.1753,0.965,70.6557,73.8323,70.3511,74.137,68.673,84.9225,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0_dev_20260126-135939-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,0.0,76.2421,35.2606,0.9153,74.7356,77.7486,74.4467,78.0376,72.9792,87.9717,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0_dev_20260126-135605-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,10.0,67.5844,38.8314,1.008,65.9253,69.2434,65.6071,69.5617,63.7906,81.5813,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.1_dev_20260126-135755-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,10.0,73.1926,36.4358,0.9458,71.6359,74.7494,71.3373,75.0479,69.5502,86.1691,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.1_dev_20260126-135943-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,10.0,77.1427,34.7807,0.9029,75.6567,78.6287,75.3717,78.9138,74.0276,88.4771,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.1_dev_20260126-135611-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,30.0,70.0528,37.7166,0.9791,68.4413,71.6642,68.1322,71.9733,66.2384,83.9566,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.3_dev_20260126-135800-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,30.0,74.1317,35.7453,0.9279,72.6045,75.6589,72.3115,75.9518,70.4393,87.1799,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.3_dev_20260126-135947-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,30.0,78.8695,33.32,0.8649,77.4459,80.2931,77.1728,80.5661,75.7239,90.0943,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.3_dev_20260126-135616-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,50.0,70.4492,37.4583,0.9724,68.8488,72.0496,68.5418,72.3566,66.5448,84.5182,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.5_dev_20260126-135804-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,50.0,73.7644,35.7788,0.9288,72.2357,75.293,71.9426,75.5862,69.9007,87.2136,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.5_dev_20260126-135951-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,50.0,79.2914,32.9387,0.855,77.8841,80.6987,77.6142,80.9687,76.2344,90.5323,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.5_dev_20260126-135622-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,70.0,68.7586,38.045,0.9876,67.1332,70.3841,66.8214,70.6959,64.4997,83.8219,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.7_dev_20260126-135808-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,70.0,70.5181,37.226,0.9663,68.9277,72.1086,68.6226,72.4137,66.374,85.0741,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.7_dev_20260126-135955-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,70.0,76.7358,34.1741,0.8871,75.2757,78.1959,74.9957,78.476,73.1197,89.3026,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.7_dev_20260126-135628-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,90.0,63.3484,40.5969,1.0538,61.6139,65.0829,61.2813,65.4156,59.2907,77.7235,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.9_dev_20260126-135812-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,90.0,64.4062,39.8011,1.0332,62.7057,66.1067,62.3795,66.4329,60.2197,79.1891,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.9_dev_20260126-135959-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,90.0,70.8962,37.2016,0.9657,69.3068,72.4857,69.0019,72.7905,66.7134,85.3942,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.9_dev_20260126-135633-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,100.0,59.5134,41.7702,1.0843,57.7287,61.298,57.3864,61.6403,55.4864,73.759,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ar-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-1_dev_20260126-135816-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,100.0,60.9847,41.0082,1.0645,59.2327,62.7368,58.8966,63.0729,56.7548,75.7525,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ar-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-1_dev_20260126-140003-agg.csv
mmarco,100000,5,mono-ar-ar-zh-composition,mono,composition,ar,ar,zh,AR-ZH,AR docs,embed,100.0,66.367,39.3588,1.0217,64.6854,68.0486,64.3628,68.3711,62.0109,81.0703,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ar-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-1_dev_20260126-135640-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,0.0,53.5939,42.9536,1.115,51.7587,55.4291,51.4067,55.7811,49.5558,67.5034,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0_dev_20260126-135756-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,0.0,56.1887,42.2943,1.0979,54.3817,57.9958,54.0351,58.3424,52.1347,70.2325,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0_dev_20260126-135944-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,0.0,59.4913,41.0932,1.0667,57.7356,61.247,57.3988,61.5837,55.0749,74.9438,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0_dev_20260126-135611-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,10.0,60.0482,41.3403,1.0731,58.282,61.8145,57.9432,62.1533,55.7984,74.7024,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.1_dev_20260126-135800-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,10.0,60.722,41.1779,1.0689,58.9627,62.4813,58.6252,62.8187,56.6263,75.1853,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.1_dev_20260126-135948-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,10.0,65.0882,39.3249,1.0208,63.408,66.7683,63.0858,67.0906,60.5889,80.1662,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.1_dev_20260126-135615-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,30.0,72.1896,36.5667,0.9492,70.6273,73.752,70.3277,74.0516,68.1541,86.1972,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.3_dev_20260126-135805-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,30.0,69.4605,37.851,0.9826,67.8433,71.0777,67.5331,71.3878,65.3026,83.7545,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.3_dev_20260126-135952-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,30.0,73.6897,35.2145,0.9141,72.1852,75.1942,71.8966,75.4828,69.4554,88.1345,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.3_dev_20260126-135621-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,50.0,78.4783,33.3159,0.8648,77.0549,79.9017,76.7819,80.1748,75.0352,90.2909,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.5_dev_20260126-135810-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,50.0,74.2714,35.4005,0.919,72.7589,75.7838,72.4688,76.0739,70.3071,87.8819,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.5_dev_20260126-135956-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,50.0,79.3065,32.3714,0.8403,77.9234,80.6896,77.6582,80.9549,75.753,91.4027,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.5_dev_20260126-135626-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,70.0,80.2683,31.9938,0.8305,78.9013,81.6352,78.6391,81.8974,76.947,91.5375,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.7_dev_20260126-135814-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,70.0,75.7442,34.8843,0.9056,74.2538,77.2347,73.968,77.5205,71.8664,88.6006,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.7_dev_20260126-140000-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,70.0,81.0254,31.0079,0.8049,79.7006,82.3502,79.4465,82.6043,77.6846,92.582,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.7_dev_20260126-135632-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,90.0,80.314,31.9602,0.8296,78.9485,81.6795,78.6866,81.9414,76.9805,91.5375,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.9_dev_20260126-135818-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,90.0,75.2976,35.1415,0.9122,73.7962,76.7991,73.5083,77.087,71.5937,88.0279,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.9_dev_20260126-140004-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,90.0,81.2445,31.2388,0.8109,79.9098,82.5791,79.6538,82.8351,78.0031,92.1945,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.9_dev_20260126-135638-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,100.0,80.1981,32.0616,0.8323,78.8282,81.5679,78.5655,81.8306,76.8448,91.3578,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-ar-zh-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-1_dev_20260126-135822-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,100.0,75.1365,35.3103,0.9166,73.6279,76.6452,73.3386,76.9345,71.4941,87.8257,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-ar-zh-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-1_dev_20260126-140008-agg.csv
mmarco,100000,5,mono-zh-ar-zh-composition,mono,composition,zh,ar,zh,AR-ZH,ZH docs,embed,100.0,80.7765,31.6934,0.8227,79.4224,82.1306,79.1627,82.3903,77.6045,91.8913,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-ar-zh-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-1_dev_20260126-135643-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,0.0,77.0571,34.055,0.884,75.6021,78.5121,75.323,78.7912,73.4761,89.252,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0_dev_20260126-140057-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,0.0,73.3135,36.8955,0.9578,71.7371,74.8899,71.4348,75.1922,69.8574,85.5739,gte-multilingual-base,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0_dev_20260126-135721-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,0.0,77.0812,33.8277,0.8781,75.6359,78.5265,75.3587,78.8037,73.3601,89.7911,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0_dev_20260126-135908-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,0.0,82.5733,30.1713,0.7832,81.2843,83.8624,81.037,84.1097,79.5419,93.2839,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0_dev_20260126-135534-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,10.0,77.2808,33.6611,0.8738,75.8426,78.719,75.5668,78.9948,73.6349,89.69,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.1_dev_20260126-140101-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,10.0,73.9989,36.3108,0.9426,72.4475,75.5503,72.15,75.8479,70.5425,86.4162,gte-multilingual-base,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.1_dev_20260126-135725-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,10.0,77.7629,33.4258,0.8677,76.3348,79.191,76.0609,79.465,74.0489,90.42,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.1_dev_20260126-135912-agg.csv
