dataset,docs_size,num_bands,exp_tag,exp_type,block,doc_lang,query_lang_a,query_lang_b,pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,result_kind,result_variant,experiment_dir,source_file
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,50.0,81.0854,31.3504,0.8138,79.746,82.4249,79.4891,82.6818,77.7294,92.4304,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ru-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.5_dev_20260126-135643-agg.csv
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,70.0,76.1384,34.8579,0.9049,74.6491,77.6277,74.3634,77.9133,72.6449,88.4602,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ru-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.7_dev_20260126-135828-agg.csv
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,70.0,76.4665,34.5478,0.8968,74.9904,77.9425,74.7073,78.2256,72.7729,88.9937,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ru-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.7_dev_20260126-140016-agg.csv
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,70.0,81.7397,31.006,0.8049,80.4149,83.0644,80.1609,83.3185,78.3787,92.7224,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ru-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.7_dev_20260126-135649-agg.csv
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,90.0,75.0541,35.4705,0.9208,73.5387,76.5696,73.248,76.8603,71.4706,87.5168,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ru-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.9_dev_20260126-135832-agg.csv
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,90.0,76.0966,34.7947,0.9032,74.61,77.5832,74.3248,77.8683,72.3618,88.7242,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ru-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.9_dev_20260126-140020-agg.csv
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,90.0,81.3075,31.6031,0.8204,79.9572,82.6577,79.6983,82.9167,78.0783,91.8801,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ru-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.9_dev_20260126-135655-agg.csv
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,100.0,74.522,35.853,0.9307,72.9902,76.0538,72.6963,76.3476,70.9311,87.1125,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ru-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-1_dev_20260126-135836-agg.csv
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,100.0,75.4855,35.1527,0.9125,73.9836,76.9874,73.6955,77.2754,71.7655,88.1851,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ru-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-1_dev_20260126-140024-agg.csv
mmarco,100000,5,mono-ru-zh-ru-composition,mono,composition,ru,zh,ru,ZH-RU,RU docs,embed,100.0,80.9507,31.7297,0.8237,79.595,82.3063,79.335,82.5663,77.7072,91.8801,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ru-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ru-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-1_dev_20260126-135700-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,0.0,80.1981,32.0616,0.8323,78.8282,81.5679,78.5655,81.8306,76.8448,91.3578,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0_dev_20260126-135807-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,0.0,75.1365,35.3103,0.9166,73.6279,76.6452,73.3386,76.9345,71.4941,87.8257,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0_dev_20260126-135954-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,0.0,80.7765,31.6934,0.8227,79.4224,82.1306,79.1627,82.3903,77.6045,91.8913,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0_dev_20260126-135621-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,10.0,80.1875,32.0016,0.8307,78.8202,81.5548,78.558,81.817,76.8493,91.442,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.1_dev_20260126-135811-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,10.0,75.6169,35.0257,0.9092,74.1204,77.1133,73.8334,77.4004,71.9039,88.1626,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.1_dev_20260126-135958-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,10.0,81.437,31.1494,0.8086,80.1061,82.7679,79.8509,83.0231,78.2424,92.3967,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.1_dev_20260126-135626-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,30.0,80.6563,31.6086,0.8205,79.3058,82.0068,79.0468,82.2658,77.3723,91.7958,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.3_dev_20260126-135815-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,30.0,76.5024,34.3351,0.8913,75.0355,77.9694,74.7541,78.2508,72.7949,89.2408,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.3_dev_20260126-140002-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,30.0,81.7648,30.6108,0.7946,80.4569,83.0726,80.2061,83.3235,78.5936,93.02,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.3_dev_20260126-135632-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,50.0,79.9995,31.9181,0.8286,78.6358,81.3632,78.3742,81.6247,76.5766,91.6611,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.5_dev_20260126-135819-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,50.0,75.4543,35.0611,0.9101,73.9563,76.9523,73.669,77.2396,71.7406,88.2356,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.5_dev_20260126-140007-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,50.0,80.5481,31.3696,0.8143,79.2078,81.8884,78.9508,82.1454,77.1062,92.3293,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.5_dev_20260126-135638-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,70.0,76.8901,33.8504,0.8787,75.4438,78.3363,75.1664,78.6137,73.0212,89.954,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.7_dev_20260126-135823-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,70.0,71.7339,36.5194,0.948,70.1736,73.2942,69.8743,73.5934,67.6497,86.1467,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.7_dev_20260126-140011-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,70.0,77.4771,33.3365,0.8654,76.0528,78.9014,75.7796,79.1746,73.674,90.2403,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.7_dev_20260126-135643-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,90.0,69.4459,37.9285,0.9846,67.8254,71.0664,67.5146,71.3772,65.355,83.5018,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.9_dev_20260126-135828-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,90.0,66.1583,39.3311,1.021,64.4779,67.8387,64.1556,68.161,61.8945,80.8232,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.9_dev_20260126-140015-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,90.0,71.2745,36.5812,0.9496,69.7116,72.8375,69.4118,73.1373,67.0316,85.7424,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.9_dev_20260126-135649-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,100.0,64.845,39.7467,1.0318,63.1468,66.5432,62.8211,66.8689,60.5926,79.5261,gte-multilingual-base,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base,mmarco-100000-mono-zh-zh-ru-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-1_dev_20260126-135832-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,100.0,62.7244,40.469,1.0505,60.9954,64.4534,60.6637,64.7851,58.4508,77.9032,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-zh-zh-ru-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-1_dev_20260126-140019-agg.csv
mmarco,100000,5,mono-zh-zh-ru-composition,mono,composition,zh,zh,ru,ZH-RU,ZH docs,embed,100.0,67.3607,38.2707,0.9935,65.7256,68.9958,65.412,69.3094,62.8795,82.6595,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-zh-zh-ru-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-1_dev_20260126-135654-agg.csv
mmarco,100000,5,mono-de-de-en-hub,mono,hub,de,de,en,DE-EN,DE docs,embed,0.0,77.0571,34.055,0.884,75.6021,78.5121,75.323,78.7912,73.4761,89.252,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-de-de-en-hub-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-de-de-en-hub-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0_dev_20260126-140200-agg.csv
mmarco,100000,5,mono-de-de-en-hub,mono,hub,de,de,en,DE-EN,DE docs,embed,0.0,73.3135,36.8955,0.9578,71.7371,74.8899,71.4348,75.1922,69.8574,85.5739,gte-multilingual-base,vector_mix,,mmarco-100000-mono-de-de-en-hub-5bands-gte-multilingual-base,mmarco-100000-mono-de-de-en-hub-5bands-gte-multilingual-base/vector_mix/cm-alpha-0_dev_20260126-135821-agg.csv
mmarco,100000,5,mono-de-de-en-hub,mono,hub,de,de,en,DE-EN,DE docs,embed,0.0,77.0812,33.8277,0.8781,75.6359,78.5265,75.3587,78.8037,73.3601,89.7911,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-de-de-en-hub-5bands-jina-embeddings-v3,mmarco-100000-mono-de-de-en-hub-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0_dev_20260126-140010-agg.csv
