qid,band,r_between_0_1,r,delta,delta_rel,p,d_axis,alpha,residual_norm,r2_local,cos_en,cos_zh,en_tokens,zh_tokens,cm_tokens,en_han,en_latin,zh_han,zh_latin,cm_han,cm_latin,delta_over_axis,z_delta,min_cos,is_outlier,outlier_reason
575146,0-20,True,0.10127997875450306,0.18719352781772614,0.4560095375310879,0.04157578945159912,0.4105035364627838,0.8987199795980555,0.18719352781772614,0.7952579631468537,0.9816151261329651,0.9144254922866821,11,7,13,0,41,14,0,3,38,0.4560095375310879,-0.05613863243917297,0.9144254922866821,False,
575407,0-20,True,0.6882467464042838,0.3340471386909485,0.5157696146385553,0.4457549452781677,0.6476673483848572,0.3117532999047472,0.3340471386909485,0.2675877640237424,0.8448576331138611,0.9238220453262329,11,7,13,0,34,10,0,3,28,0.5157696146385553,0.3211234341906707,0.8448576331138611,False,
869348,0-20,True,0.3969768081545986,0.2749677896499634,0.5993987554377842,0.18210887908935547,0.45873934030532837,0.6030231596949239,0.2749677896499634,0.5030142537831965,0.9456146359443665,0.9239342212677002,12,9,13,0,38,8,10,1,30,0.5993987554377842,0.8490695817777675,0.9239342212677002,False,
1014132,0-20,True,0.45122372825529083,0.3119688034057617,0.4014802238325966,0.3506218194961548,0.7770465016365051,0.5487762021001956,0.3119688034057617,0.651369565032852,0.8898699283599854,0.8604187369346619,10,10,14,0,35,12,0,3,33,0.4014802238325966,-0.400379178528249,0.8604187369346619,False,
414155,0-20,True,0.08779301288859394,0.27531927824020386,0.3439995162202168,0.07026495039463043,0.8003478646278381,0.9122069185888433,0.27531927824020386,0.8754960540262107,0.959631085395813,0.6955891847610474,15,9,18,0,57,12,0,3,56,0.3439995162202168,-0.7632517114099459,0.6955891847610474,False,
590433,0-20,True,0.13086624027249777,0.2574487328529358,0.3581751651941413,0.0940638855099678,0.7187788486480713,0.8691337118670505,0.2574487328529358,0.8548241061224549,0.9624360799789429,0.7717257738113403,8,7,10,0,32,10,0,1,28,0.3581751651941413,-0.6737616222638977,0.7717257738113403,False,
964577,0-20,True,0.2197134996513769,0.297180712223053,0.5811393156625657,0.11235621571540833,0.5113760232925415,0.7802864519287686,0.297180712223053,0.6432139872331073,0.9495298862457275,0.8762334585189819,9,9,12,0,33,11,0,2,29,0.5811393156625657,0.7337987468236185,0.8762334585189819,False,
954455,0-20,True,0.04647314419407183,0.269133597612381,0.4828880180505164,0.025901418179273605,0.5573416352272034,0.9535268335309092,0.269133597612381,0.795884130115504,0.963448166847229,0.8225692510604858,11,13,14,0,56,15,0,3,51,0.4828880180505164,0.11354373076116665,0.8225692510604858,False,
359499,0-20,True,0.40171280151315514,0.3931405544281006,0.4760768256072858,0.33173131942749023,0.8257922530174255,0.5982871678133971,0.3931405246257782,0.6122982877468892,0.8676974773406982,0.8006722331047058,13,15,16,0,36,16,0,2,32,0.4760768256072858,0.07054504900368183,0.8006722331047058,False,
403954,0-20,True,0.35334108683628757,0.4226488471031189,0.5355453852187401,0.2788544297218323,0.789193332195282,0.6466589257891135,0.4226488471031189,0.5931654896721491,0.8718041777610779,0.7804611921310425,7,11,11,0,20,12,0,3,18,0.5355453852187401,0.44596678177975724,0.7804611921310425,False,
54648,0-20,True,0.45592846485475796,0.2781146168708801,0.519926167189225,0.243881493806839,0.5349117517471313,0.5440716804066265,0.2781146168708801,0.5226815042334374,0.9315871000289917,0.918976902961731,11,10,9,0,38,12,0,2,24,0.519926167189225,0.34736352090443523,0.918976902961731,False,
1079815,0-20,False,-0.004635734404787189,0.36527112126350403,0.6810902164667288,-0.002486160956323147,0.5363035798072815,1.0046356969491999,0.36527112126350403,0.6851132387926497,0.9332854747772217,0.7881413698196411,10,8,12,0,36,14,0,2,31,0.6810902164667288,1.3647832639801614,0.7881413698196411,False,
637234,0-20,True,0.11068295134375794,0.2161577343940735,0.3465157136836011,0.06904441863298416,0.6238035559654236,0.8893169414935943,0.2161577343940735,0.8681902349805741,0.9742544293403625,0.8227590322494507,11,11,13,0,37,13,0,2,29,0.3465157136836011,-0.7473670957763672,0.8227590322494507,False,
839878,0-20,True,0.10904019206182652,0.38593271374702454,0.5138831249540277,0.08189056068658829,0.7510126233100891,0.8909599010175125,0.38593271374702454,0.7503738344632079,0.9221749901771545,0.7016658782958984,13,15,14,0,43,18,0,3,40,0.5138831249540277,0.30921412899046286,0.7016658782958984,False,
1100218,0-20,True,0.05301578249374355,0.15342378616333008,0.17744264516379363,0.045839499682188034,0.8646387457847595,0.9469842455130492,0.15342378616333008,0.9660809211638729,0.9871800541877747,0.6530145406723022,12,11,14,0,34,12,0,2,31,0.17744264516379363,-1.8147160405664908,0.6530145406723022,False,
1089164,0-20,True,0.14552613792161498,0.3111669421195984,0.4756720049348398,0.09519778937101364,0.6541628241539001,0.8544739525565791,0.3111669421195984,0.7634187125543281,0.9470562934875488,0.795366644859314,8,7,10,0,35,11,0,2,31,0.4756720049348398,0.06798943845406988,0.795366644859314,False,
550331,0-20,True,0.6094206976282162,0.5447107553482056,0.8641588896516683,0.3841400146484375,0.630336344242096,0.39057932738862905,0.5447107553482056,0.16963012160472146,0.7778633236885071,0.8213388323783875,8,9,10,0,26,13,0,2,30,0.8641588896516683,2.5204856881375695,0.7778633236885071,False,
859274,0-20,True,0.03020815832914163,0.22146855294704437,0.3119640568777805,0.02144528180360794,0.709916889667511,0.9697917843180968,0.22146853804588318,0.9062248088526361,0.9752459526062012,0.7384793758392334,14,12,15,0,59,18,0,3,57,0.3119640568777805,-0.9654897971344647,0.7384793758392334,False,
910818,0-20,True,0.19916357117061342,0.44949477910995483,0.7940127420711268,0.11274754256010056,0.5661052465438843,0.8008363152692447,0.44949477910995483,0.5042784318317267,0.8926212787628174,0.796210765838623,9,11,10,0,31,14,0,1,27,0.7940127420711268,2.0776569321644565,0.796210765838623,False,
653054,0-20,True,0.5343516426991312,0.36246320605278015,0.5069696278748012,0.38204026222229004,0.7149603962898254,0.46564836540002064,0.36246320605278015,0.4575919474593029,0.861332893371582,0.8788923621177673,12,7,12,0,39,11,0,2,31,0.5069696278748012,0.265569603715537,0.861332893371582,False,
316803,0-20,True,0.17181998632332146,0.33731505274772644,0.6188962244547473,0.09364650398492813,0.5450268387794495,0.8281799615088538,0.33731505274772644,0.6416621966159783,0.9387244582176208,0.8412371873855591,15,8,17,0,43,12,0,3,44,0.6188962244547473,0.972156026966971,0.8412371873855591,False,
1093881,0-20,True,0.05972707627680271,0.13682880997657776,0.34034528729180896,0.024012040346860886,0.4020293951034546,0.9402728787983974,0.13682880997657776,0.8841590744184394,0.9903507232666016,0.9191904067993164,11,12,13,0,35,13,6,2,30,0.34034528729180896,-0.7863206568363471,0.9191904067993164,False,
234651,0-20,True,0.34760518167286875,0.35299262404441833,0.5639099394578222,0.21759159862995148,0.6259734034538269,0.652394801970785,0.35299262404441833,0.5723659940673456,0.9140250086784363,0.8543102741241455,7,9,9,0,38,15,0,2,27,0.5639099394578222,0.6250306463063523,0.8543102741241455,False,
1100732,0-20,True,0.04641491378733885,0.2092340737581253,0.2637482503135404,0.036821406334638596,0.7933098077774048,0.9535850464740524,0.2092340737581253,0.9289365462737992,0.9774326086044312,0.6919732689857483,10,8,10,0,35,12,0,2,27,0.2637482503135404,-1.2698735213378103,0.6919732689857483,False,
992193,0-20,True,0.20149038777445766,0.3175237774848938,0.39959040064566287,0.16010892391204834,0.7946231365203857,0.798509548576122,0.3175238072872162,0.7997309831217386,0.9367718696594238,0.748285174369812,26,29,29,0,82,33,0,6,69,0.39959040064566287,-0.4123095279450596,0.748285174369812,False,
831052,0-20,True,0.321997370550496,0.36161088943481445,0.6681916460502351,0.1742580235004425,0.5411784052848816,0.678002676849808,0.36161088943481445,0.5072876311173715,0.9194358587265015,0.8673034906387329,8,6,9,0,31,10,0,2,24,0.6681916460502351,1.283355301242661,0.8673034906387329,False,
994085,0-20,True,0.20530630760465904,0.34003469347953796,0.38909827064147223,0.17941808700561523,0.8739044070243835,0.7946936332183712,0.34003469347953796,0.806628428036676,0.9260928630828857,0.7010326385498047,15,20,19,0,70,23,0,4,65,0.38909827064147223,-0.4785457652513086,0.7010326385498047,False,
594930,0-20,True,0.20468973620915815,0.398639053106308,0.6401663557739384,0.12746268510818481,0.6227116584777832,0.795310203455494,0.398639053106308,0.6068303825091684,0.9124200940132141,0.7979076504707336,13,12,15,0,54,17,0,4,46,0.6401663557739384,1.1064331913778498,0.7979076504707336,False,
65770,0-20,True,0.7774785445824515,0.26279041171073914,0.4611278194301039,0.4430743455886841,0.5698862671852112,0.22252138910950553,0.26279041171073914,0.188880152864924,0.8673131465911865,0.9574300050735474,11,8,11,0,28,12,0,3,18,0.4611278194301039,-0.02382720145918172,0.8673131465911865,False,
655046,0-20,True,0.8358046646068858,0.4700065851211548,0.8726110378269342,0.45018190145492554,0.5386209487915039,0.16419534738135597,0.4700065851211548,0.03419551151436151,0.7882150411605835,0.8856363296508789,12,8,15,0,39,10,0,5,38,0.8726110378269342,2.573843632812377,0.7882150411605835,False,
822218,0-20,True,0.6346115388441214,0.35295024514198303,0.47235209229620917,0.4741935133934021,0.7472185492515564,0.3653885098582657,0.35295024514198303,0.3743670554602787,0.825283408164978,0.9004418253898621,10,8,10,0,42,10,0,1,36,0.47235209229620917,0.04703101330297811,0.825283408164978,False,
820899,0-20,True,0.2699939521935955,0.2812460660934448,0.6456274154438219,0.11761386692523956,0.435616672039032,0.7300060739530284,0.2812460660934448,0.5611081208780848,0.9535338878631592,0.9098874926567078,9,6,10,0,27,10,0,2,21,0.6456274154438219,1.1409085594960022,0.9098874926567078,False,
697780,0-20,True,0.7642649592370315,0.30695632100105286,0.5950144984926139,0.39426931738853455,0.5158804059028625,0.23573510494876276,0.30695632100105286,0.13566721679460758,0.8751648664474487,0.9454944133758545,8,7,10,0,32,8,6,3,15,0.5950144984926139,0.8213920097961123,0.8751648664474487,False,
424898,0-20,True,0.05206041399063101,0.26173627376556396,0.36345714547924324,0.037490248680114746,0.720129668712616,0.9479394839940316,0.26173627376556396,0.8718324150037616,0.965044379234314,0.7327487468719482,7,7,8,0,36,12,0,1,35,0.36345714547924324,-0.6404167724125133,0.7327487468719482,False,
297019,0-20,True,0.49690666198854994,0.2933395206928253,0.5182243324750322,0.2812727093696594,0.5660473704338074,0.5030933394746838,0.2933395206928253,0.48518809865980606,0.9174188375473022,0.9164276719093323,10,8,11,0,36,8,0,3,26,0.5182243324750322,0.33661993233469145,0.9164276719093323,False,
906901,0-20,True,0.03742160036641677,0.06919936090707779,0.18784767200875033,0.013785376213490963,0.36838018894195557,0.9625784250888251,0.06919936090707779,0.9633134370586848,0.9975107908248901,0.9347370266914368,13,14,13,0,41,16,9,1,37,0.18784767200875033,-1.7490296806943604,0.9347370266914368,False,
1095108,0-20,True,0.6339101504276098,0.24858063459396362,0.4538402498452702,0.3472098112106323,0.5477271676063538,0.36608983917844723,0.24858063459396362,0.39419008847888115,0.908826470375061,0.9490001201629639,12,13,18,0,37,12,0,5,30,0.4538402498452702,-0.06983322580448162,0.908826470375061,False,
1098725,0-20,True,0.700405354625677,0.42599523067474365,0.4606575265821671,0.6477031707763672,0.9247547388076782,0.2995946859757249,0.42599523067474365,0.29724565863849095,0.6995043754577637,0.8708852529525757,8,8,10,0,24,9,0,2,19,0.4606575265821671,-0.02679613423707647,0.6995043754577637,False,
1098249,0-20,True,0.2762689863616743,0.3199167251586914,0.47426964996410653,0.18635615706443787,0.6745460629463196,0.723731015618481,0.3199167251586914,0.6995776775507168,0.9314624071121216,0.8296619653701782,14,13,16,0,43,17,0,3,38,0.47426964996410653,0.0591364489665219,0.8296619653701782,False,
1078906,0-20,True,0.07907605152260828,0.23062467575073242,0.40138147993971934,0.04543530195951462,0.574577271938324,0.9209240461947269,0.23062467575073242,0.8403628473774751,0.9723739624023438,0.8334106206893921,11,9,13,0,44,15,0,2,40,0.40138147993971934,-0.4010025432710181,0.8334106206893921,False,
1064852,0-20,True,0.04517199431153577,0.11935833096504211,0.2349854045052479,0.022944632917642593,0.507939338684082,0.9548280069487288,0.11935833096504211,0.9428924323439641,0.992613673210144,0.875266969203949,11,9,13,0,38,12,0,3,38,0.2349854045052479,-1.4514517785458492,0.875266969203949,False,
806688,0-20,True,0.453848017636456,0.2996991276741028,0.453903219576927,0.29966267943382263,0.6602709889411926,0.5461519320577934,0.2996991276741028,0.5914653614949443,0.9101914167404175,0.8900711536407471,11,10,14,0,49,14,0,4,36,0.453903219576927,-0.06943570136592986,0.8900711536407471,False,
568585,0-20,True,0.563766817706782,0.4019491970539093,0.5110649199662775,0.4433988928794861,0.7864934206008911,0.4362331932762988,0.4019491970539093,0.4214950553607725,0.8209171295166016,0.8603615164756775,11,10,14,0,44,14,0,2,41,0.5110649199662775,0.2914229565334192,0.8209171295166016,False,
9926,0-20,True,0.35561706612240757,0.36493200063705444,0.6837347322172459,0.18980467319488525,0.5337333083152771,0.6443828297846609,0.36493200063705444,0.4703961021733497,0.915399432182312,0.8742688894271851,10,6,8,0,36,11,0,2,26,0.6837347322172459,1.3814779458742477,0.8742688894271851,False,
280927,0-20,True,0.04569309916643418,0.15946358442306519,0.2447925354310438,0.029765553772449493,0.6514233946800232,0.9543068764281296,0.15946358442306519,0.9382630836980446,0.986842691898346,0.7940565347671509,14,12,16,0,56,19,0,2,49,0.2447925354310438,-1.389539902593586,0.7940565347671509,False,
944451,0-20,True,0.5756856675692008,0.3090518116950989,0.501177979144887,0.35499703884124756,0.6166508197784424,0.4243144047306485,0.3090518116950989,0.4175173405160967,0.8892321586608887,0.9180121421813965,9,6,8,0,25,15,0,5,17,0.501177979144887,0.2290072451176348,0.8892321586608887,False,
79891,0-20,True,0.10403932618310678,0.15957501530647278,0.2526808158570731,0.06570374965667725,0.6315280199050903,0.8959606301813258,0.15957500040531158,0.9263234566883938,0.9851094484329224,0.8271893858909607,12,10,14,0,42,13,0,1,42,0.2526808158570731,-1.3397416238810622,0.8271893858909607,False,
387864,0-20,True,0.1530384817292982,0.20238414406776428,0.38995349994142364,0.07942629605531693,0.5189955830574036,0.8469614911362464,0.20238414406776428,0.825094977358257,0.9763660430908203,0.8829097747802734,12,10,14,0,46,17,0,3,40,0.38995349994142364,-0.4731467499093129,0.8829097747802734,False,
264827,0-20,True,0.801940430110423,0.3130964934825897,0.4654019447176228,0.5395008325576782,0.6727442741394043,0.19805958398622753,0.3130964934825897,0.15333671593597387,0.805454671382904,0.9421083927154541,11,10,11,0,36,16,0,3,25,0.4654019447176228,0.0031551154495555525,0.805454671382904,False,
18759,0-20,True,0.03707845393976258,0.12388429790735245,0.210315388545067,0.021840713918209076,0.5890405774116516,0.9629215432636394,0.12388429790735245,0.9544674996074387,0.9920878410339355,0.8314684629440308,11,9,11,0,37,11,0,1,35,0.210315388545067,-1.6071922269423937,0.8314684629440308,False,
868598,0-20,True,0.18859445337138886,0.24605871737003326,0.3805717961405745,0.12193575501441956,0.6465500593185425,0.8114055393665405,0.24605871737003326,0.8196807939359602,0.9622934460639954,0.83211749792099,14,11,17,0,45,20,0,2,45,0.3805717961405745,-0.5323729279152836,0.83211749792099,False,
161418,0-20,True,0.05973237574939238,0.26209473609924316,0.5917848836996416,0.026454783976078033,0.4428885281085968,0.9402676508080726,0.26209473609924316,0.7162717294992876,0.9653033018112183,0.8789448142051697,10,10,13,0,35,14,0,2,36,0.5917848836996416,0.8010036299581148,0.8789448142051697,False,
903097,0-20,True,0.5470660471010341,0.2275748997926712,0.4893155237679739,0.2544339895248413,0.46508824825286865,0.45293395488588795,0.2275748997926712,0.46144608056897585,0.9417365789413452,0.9519173502922058,18,15,18,0,60,24,0,5,42,0.4893155237679739,0.15412021940729903,0.9417365789413452,False,
1098510,0-20,True,0.12885849832736343,0.21648599207401276,0.3411044331907329,0.08178158104419708,0.6346619129180908,0.8711415461058206,0.21648599207401276,0.8670624306628282,0.9732228517532349,0.8237287402153015,10,9,11,0,40,12,0,2,33,0.3411044331907329,-0.7815282106989938,0.8237287402153015,False,
1037033,0-20,True,0.7441175886615478,0.3058511018753052,0.506880276966573,0.44899988174438477,0.6033990979194641,0.25588246970372885,0.3058511018753052,0.20308663629976298,0.8524271845817566,0.9413080215454102,16,9,15,0,55,19,0,4,41,0.506880276966573,0.2650055363661461,0.8524271845817566,False,
292225,0-20,True,0.12779383117721588,0.29192331433296204,0.38917470252599445,0.09585925936698914,0.7501086592674255,0.8722060933156411,0.2919233441352844,0.8339652461928446,0.9527958631515503,0.7433692812919617,11,9,14,0,35,10,0,2,30,0.38917470252599445,-0.4780632549851419,0.7433692812919617,False,
685591,0-20,True,0.35462167899033376,0.2245408594608307,0.4624576739017178,0.1721823662519455,0.48553818464279175,0.6453783186825189,0.2245408594608307,0.6607332011748024,0.959967315196991,0.9256947636604309,7,6,8,0,25,9,0,2,19,0.4624576739017178,-0.015431903618856135,0.9256947636604309,False,
540306,0-20,True,0.17150841901166786,0.21863365173339844,0.3610369216798734,0.10386060178279877,0.605571448802948,0.8284915375271446,0.21863363683223724,0.8404061319677458,0.9707062840461731,0.8502428531646729,24,14,22,0,72,20,0,3,61,0.3610369216798734,-0.6556955116051524,0.8502428531646729,False,
595236,0-20,True,0.024770153794731225,0.08608974516391754,0.14132565837151137,0.015088953077793121,0.6091586351394653,0.9752298275224406,0.08608973771333694,0.9794315240681261,0.996180534362793,0.8198348879814148,12,8,13,0,47,11,0,2,39,0.14132565837151137,-2.0427205836864086,0.8198348879814148,False,
994479,0-20,True,0.22029538766878048,0.1715138554573059,0.39616016406234916,0.09537483751773834,0.43294069170951843,0.7797046728413238,0.1715138703584671,0.7948142986440525,0.980743408203125,0.9283161759376526,17,17,18,0,86,31,0,2,77,0.39616016406234916,-0.43396442206648156,0.9283161759376526,False,
1007628,0-20,True,0.07394935542304336,0.22514885663986206,0.4539246263501801,0.03667924553155899,0.49600493907928467,0.9260506121555035,0.22514885663986206,0.8062766273656189,0.9739813804626465,0.869163990020752,16,13,17,0,47,15,0,2,45,0.4539246263501801,-0.06930056158853584,0.869163990020752,False,
